Fp1,C3
-3051.350434509252,-1972.5417092350629
-4278.767121797138,-2767.8776666106332
5937.166793477774,3833.2716776483485
9390.867011271905,6078.224008567017
239.24434498635603,177.2890205496908
-1254.5854947309667,-816.8433282461435
-3085.7223545887337,-2027.0170318982516
-5502.3337619823615,-3558.8107989747673
-2309.1648649629647,-1480.770324930836
-2166.367858858791,-1408.468077203584
78.00009440465078,48.63857639049084
1911.047409346936,1247.3763389712137
1617.5969154084378,1052.2796658731606
2606.6566009767175,1688.1031652549107
1483.1569743861469,967.8583182864938
1019.5716327823844,662.7154768783226
379.30234955143646,233.43447799628612
-695.6648046303171,-458.76141825768
-667.6499804911768,-431.51823734021207
-1039.490489567585,-678.287109908049
-795.2075777683799,-523.725892525913
-549.6659854986538,-353.5374132992324
-373.7234579828673,-230.1908532708591
122.32669578275798,88.98595930738722
207.37733337824312,136.96531666055466
330.66742648206156,215.2034383389355
328.4791136453457,222.28452073642785
274.241206996374,171.53648336763413
251.54251564612173,125.57564831187702
19.587231938987397,-5.845981386542352
-85.78311767728648,-37.10363555466699
-119.36893385750415,-55.218843446084406
-119.1534454804735,-66.79444552605133
-99.92162653090327,-65.27997033572267
-129.93937589680652,-80.57192258383202
-52.70623510565428,-27.683752161631276
35.92820588288321,16.104328877252797
48.43401121512011,19.940353193357755
28.66616809046593,15.069195028418196
29.040035370481192,18.385237256049315
73.11221452032915,37.71593679826493
46.87817345613893,28.47062629774634
-32.59838615763027,7.1459121676626545
-33.46185021439366,-8.113011029177155
18.753616429942703,-12.713970540570559
23.952839308300703,-12.401410485647013
-40.58946365969554,-35.75511681986865
-76.93053078620703,-19.547184083557767
4.24050329525258,31.789701934530754
62.640662801999525,20.838555989008825
3.7322539861729673,-11.497756277786392
-33.8564257595947,-9.193066430225882
0.7471934081990081,8.185930987855826
39.12498584033606,18.88919134978283
9.529332324275318,-1.3663799131478092
-40.77337815911562,-19.817834852341623
-7.245069833593844,-1.2504023465679523
34.39403834550084,15.837169341388991
8.243241546508594,-1.4120995544492114
-29.975921344112614,-20.231735664354527
-12.779302111168931,-5.4446430585166965
36.79376300390243,20.11822368575513
16.391331968672922,23.684606618942595
-49.93893872163402,-7.2170357588218454
-38.18341507180655,-28.79047188572261
40.54558424116328,-0.7170512889097056
57.31164271642087,6.245726732283483
-14.622953457493132,-21.48610212610325
-43.93236221828209,-4.696724212773575
13.738308948746802,30.521242063693144
32.10305440095386,22.527956342458648
-19.609507327518237,-7.859136448703693
-39.03171225783518,-11.67857242008727
1.696526224918994,11.779621668468092
35.15923060405719,9.511537163938897
5.066399875094216,-18.141836737202446
-28.396632168427193,-23.03090633730513
3.918061484992604,-4.016947897046263
29.184991926003143,16.109120158079385
-0.06787497045677071,6.015004083476603
-28.576189897140633,-20.56719365331286
-12.60781322526899,6.467189556430487
33.22465423684673,41.18141334628729
23.86575390669561,-0.8773663617932925
-40.97474541190867,-38.20420004287939
-24.824611657212664,-4.775030572817392
42.367082839435376,18.18471823004406
21.716271934707034,-0.8711148169554224
-35.18761160876197,-13.103307242069702
-24.680663488083162,-4.443576814938935
27.709632472423692,13.994286325506994
22.128412907205657,18.00142473050808
-25.362349060531074,0.24290186780376377
-16.048722192675537,-8.173178551925352
20.169249927285307,1.344414536439522
21.892321986022164,-1.5672572045569417
-14.606296859782999,-21.56302207019359
-38.036640803596235,-18.31141788040143
2.8824359426049124,14.478857098225031
39.27924517538233,29.268858370158465
14.854865997580365,1.3584276048336985
-22.079540038550892,-21.5145721899758
-14.469211144769634,2.686861792048462
23.36821021076323,22.775426822274067
15.450439433976896,-1.1186722256841213
-36.92732061370255,-22.762757673926156
-38.34967840095235,-5.1255459898373
29.512358877551616,22.003330687823
45.03969381387655,8.379785177562464
-20.760501131240076,-30.16564423068025
-29.51597969628284,-23.09003736743796
26.40106553133233,21.55227696758874
25.160376167941298,27.890294814532478
-27.459755794537088,-4.832913804845572
-31.24761558193469,-16.986305523733975
24.879065424688037,9.091232845929463
40.100157773489705,18.738764034801825
-19.77533973324203,-14.802256792574054
-47.79059570418348,-22.215486341430413
2.9278787205937924,11.162909114085386
37.023474259920185,19.528431469053885
1.2563262798397643,-9.904129611308516
-26.115486881773258,-24.139422246671376
8.959972916644096,4.324373521429315
39.597828283869546,21.52330075116794
5.588682151588699,1.9652954130171993
-47.37903836006453,-8.93123500500652
-26.951283481802484,6.933829024341587
35.80656062350238,12.153348787197494
21.43088835170844,-11.164899622181593
-31.954514374871707,-17.889749265988545
-15.957184047326022,-4.22841757832745
37.078741691066504,4.946221695385636
22.004057944182797,6.144772110205766
-41.696955762711966,-12.722496417741596
-20.967814685944738,-0.22687759283981457
43.91172075824052,36.50001715294848
22.806155379082693,11.976422611959805
-27.12379690541143,-22.232824810563592
-29.103196827167814,-14.401145912444022
5.845114347691975,2.935082417081224
27.845362558037525,8.033380724833718
-10.790759545880476,-13.062355370194553
-32.247378198509665,-16.839550249704747
13.45751163362593,13.64611377112789
40.86374210709287,24.504535430957116
3.3516882896191422,-0.7077928569313157
-37.973726542198065,-21.254226151614596
-8.276477187131203,-0.008092254509446839
34.533941323311176,19.429230651066185
3.3028051167980923,0.3889232384313832
-45.87805498480544,-14.752662113953393
-12.066039300665569,-1.325342646347445
56.312024470549744,7.7708565559202665
22.881483498585283,-9.688355487909345
-41.598156404662596,-14.64733474066487
-14.185832397082308,7.313605301613281
25.122859257180743,24.03355677593507
10.71261402991082,11.886913770240621
-27.516734801868147,-24.16675527803991
-30.7743074931808,-22.64021046440744
23.521265812020793,15.744387130879673
36.27371907616024,20.490811763822585
-15.07748390431355,2.4877915027124673
-28.73014013028761,-4.577977066146171
7.232869478387055,-3.2571234597640717
38.484652976627416,0.3294342311124898
9.948294550533992,-7.852032013548942
-44.30872426125537,-19.032087174969355
-9.420702571266073,-4.823853080718815
39.78994343960833,18.65126594653787
-0.4468487260989402,8.964686314299845
-37.57346000840181,-11.838135543459957
-18.874866447822566,7.907462846916815
27.252742105456306,34.27743034837042
35.65080392310481,5.326151315986298
-27.90058432790115,-40.240708951378835
-23.27529507635866,-27.699414386719738
45.32478540038379,12.332300139963692
15.331229751801686,13.179767961841167
-36.75637981993479,-5.514554000245674
-20.98104616867128,0.5986344014013705
15.861649162290602,20.60842513773673
31.738745306493094,9.593946179903568
