Fp1,C3
13911.61758434919,634.080662789728
-8634.475398603528,-385.33209175290494
-11865.395602726965,-565.9852168799267
-6798.916590843151,-318.3653901533661
-39.2596994284213,37.18522076619422
4958.355398300213,253.0181946328659
6971.369853035334,288.8584686359096
6282.98395532766,251.3809400361564
3961.539381554605,198.65535394995322
1110.0971637840612,75.69828978985538
-1431.4719926688504,-88.53266717328563
-3117.670763127073,-169.6929508114282
-3681.6471473966267,-150.6753369247749
-3218.1858690291647,-109.77031052475274
-2160.6703969750524,-113.51415614952225
-904.3523680711787,-69.90307452776585
250.03577926529215,23.132401377583392
1118.615104554514,84.49236688090002
1549.2917245067183,64.67560503528102
1495.4389130818054,31.096457265490585
1128.6122297959264,53.47957560326495
657.5144286082377,61.60477802863318
191.24620772349772,12.653268407794485
-239.86916662908152,-43.89490926985127
-530.5836731706258,-28.366166837770038
-590.2026541736577,9.134252237603391
-495.76689291803814,-23.687399498809555
-337.5508396361183,-50.301519511122706
-181.4862170951983,-19.425627326599738
10.143482366751414,37.358584531801284
171.94056092942446,28.121914582719796
220.3991741781083,-20.001127462191562
186.99449923739485,-13.923196787054508
146.7541227838028,36.289521963607285
115.24915909279116,29.87663901001008
47.811692959725406,-28.41781474680306
-42.62690791193927,-31.452709358525112
-94.05347516881557,15.348669170987364
-70.42275315215011,36.728685290401245
-44.98878953347048,-15.109400528315973
-60.1847027067015,-44.80460963734242
-54.030809650035735,7.2943960605758775
5.146590626123725,37.66156216261402
52.33714577362298,-2.592429214963772
28.391842508161062,-39.029903914897886
0.8103295930577588,2.7444945042810787
18.5849852134088,42.482347159082224
44.01969611291861,9.202545996178742
12.788128285103085,-39.98694762530852
-38.361226508353866,-16.19280243293224
-19.564901650992397,35.30024387579874
21.528055430830136,19.702345089579353
6.758296432821226,-33.01173682945364
-35.83379691596383,-23.550170592549193
-20.76105699688378,31.552808388083008
19.18880398573492,22.953840745639013
24.5984751263386,-27.875151272771745
-17.79161501057024,-28.480848728872957
-18.985720428552668,25.5418683258182
23.990335488766505,33.85387498691432
26.341878368886682,-19.919793551793987
-13.8315658440697,-32.46482257492323
-29.07954705301927,13.680271439431408
10.415006027473282,34.92947723098666
22.624833077858057,-20.282346263863587
-2.977104549667274,-34.87715921080189
-25.45184107629757,15.397109463085485
4.541398717150514,41.8708392603138
26.16255522683241,-4.2095012886368295
-3.6527308522472595,-39.32449137918161
-32.50689089786101,-4.540169458352011
-5.014907698152456,37.50660587862626
31.081517681761397,5.61120840572471
3.9508283397481136,-44.761966478609565
-21.188866464546663,-8.707551470237718
-5.077720798190057,39.91845678298148
28.43164113925559,20.74172607685739
16.684214442546363,-30.698041385196916
-35.65826881303292,-29.52728959594367
-23.671647769238916,31.24472785013154
28.28445990104774,33.85736078201376
25.695283879322233,-29.709853920651312
-21.279586253875095,-35.322482296952444
-28.32425057635919,23.053170395384313
14.48679471001924,35.19571659831627
25.60560216434351,-22.561398381872436
-5.705658496570322,-32.44180416738493
-22.271215616778136,17.711559227586577
1.667676912542447,32.359230087230344
26.167516603827607,-9.692096055303068
-0.7652081531396107,-34.776903779936106
-29.355839251189536,3.5783766809420285
-0.9582283063846262,37.183404276533565
32.547717179306346,5.151049133375636
-0.15296276572735223,-44.31146754150495
-28.700129783284865,-4.598600308805771
-14.08689688269078,38.00946429996009
32.52629880929453,15.694972041505252
16.018790503379932,-36.674410138309895
-28.630773134631454,-21.39993299693822
-14.02638046926404,31.421215561917506
27.607060131500475,22.927847492959017
17.030068836946157,-29.556035324138975
-23.58896659898528,-22.157515405845857
-20.78500029764291,29.567448553082954
21.468358481488394,33.249033624925914
18.81053383760809,-30.07730280047076
-24.90085384867598,-41.847107532807286
-27.11374405159586,19.191830576178518
16.80162216028657,37.06945717234589
38.98074772408836,-5.308689275438951
-9.522202308926353,-40.174584395419174
-32.97594531003415,6.29709065850102
9.834701520057934,46.09300023004516
35.105628041246746,0.15293926479273523
-1.785209364223192,-40.312758460100326
-36.806945348274894,-6.549828922823508
-14.48148093904274,26.407336557338112
28.30058518595979,4.983301067199363
9.227407425858473,-31.622908063344198
-23.14942680717104,-5.461872369435923
-10.341320280236687,33.1995339800344
31.858430481448522,16.334470887478574
19.466252690870533,-29.28615068261672
-28.18512876063687,-18.40649140358687
-17.197857733521232,34.27354946914181
21.686293015525735,23.40439046136123
