x,y,z,time_board
-0.34400000000000003,-0.2,1.042,1728952569.9148417
-0.07,-0.184,0.906,1728952569.9306068
-0.07,-0.184,0.906,1728952569.9466074
-0.07,-0.184,0.906,1728952569.9633005
-0.024,-0.126,0.918,1728952569.9789388
-0.024,-0.126,0.918,1728952569.994774
-0.01,-0.096,0.896,1728952570.0107548
-0.01,-0.096,0.896,1728952570.02674
0.054,-0.078,1.098,1728952570.0426695
0.054,-0.078,1.098,1728952570.058754
0.054,-0.078,1.098,1728952570.074982
0.108,-0.066,1.064,1728952570.0915506
0.108,-0.066,1.064,1728952570.10759
0.166,-0.112,1.1520000000000001,1728952570.1236277
0.166,-0.112,1.1520000000000001,1728952570.1396456
0.166,-0.112,1.1520000000000001,1728952570.1556883
0.148,-0.08600000000000001,1.122,1728952570.1717048
0.148,-0.08600000000000001,1.122,1728952570.1869345
0.11,-0.068,1.09,1728952570.2028773
0.11,-0.068,1.09,1728952570.2190127
0.11,-0.068,1.09,1728952570.234964
0.11,-0.078,1.056,1728952570.2510245
0.11,-0.078,1.056,1728952570.267044
0.108,-0.076,1.036,1728952570.283173
0.108,-0.076,1.036,1728952570.2993476
0.108,-0.076,1.036,1728952570.3154333
0.132,-0.094,1.014,1728952570.331408
0.132,-0.094,1.014,1728952570.3473728
0.128,-0.094,1.012,1728952570.363339
0.128,-0.094,1.012,1728952570.3794067
0.128,-0.094,1.012,1728952570.3955069
0.114,-0.098,1.02,1728952570.4113567
0.114,-0.098,1.02,1728952570.42739
0.124,-0.112,1.022,1728952570.4433916
0.124,-0.112,1.022,1728952570.4593542
0.124,-0.112,1.022,1728952570.4754052
0.11800000000000001,-0.108,1.036,1728952570.4914787
0.11800000000000001,-0.108,1.036,1728952570.5075932
0.108,-0.116,1.03,1728952570.5236034
0.108,-0.116,1.03,1728952570.539722
0.108,-0.116,1.03,1728952570.5559278
0.114,-0.108,1.038,1728952570.5719037
0.114,-0.108,1.038,1728952570.5879
0.1,-0.1,1.042,1728952570.6039264
0.1,-0.1,1.042,1728952570.6198232
0.1,-0.1,1.042,1728952570.6358569
0.106,-0.108,1.03,1728952570.6519072
0.106,-0.108,1.03,1728952570.6679263
0.112,-0.10200000000000001,1.036,1728952570.6837966
0.112,-0.10200000000000001,1.036,1728952570.6998303
0.112,-0.10200000000000001,1.036,1728952570.716448
0.10200000000000001,-0.094,1.042,1728952570.7320564
0.10200000000000001,-0.094,1.042,1728952570.7480693
0.10200000000000001,-0.09,1.028,1728952570.7641573
0.10200000000000001,-0.09,1.028,1728952570.7801635
0.10200000000000001,-0.09,1.028,1728952570.7961433
0.114,-0.094,1.03,1728952570.812203
0.114,-0.094,1.03,1728952570.8282485
0.11,-0.09,1.034,1728952570.844206
0.11,-0.09,1.034,1728952570.8600774
0.11,-0.09,1.034,1728952570.8762991
0.108,-0.094,1.032,1728952570.8920856
0.108,-0.094,1.032,1728952570.9081633
0.114,-0.096,1.04,1728952570.9243093
0.114,-0.096,1.04,1728952570.9404955
0.114,-0.096,1.04,1728952570.956499
0.12,-0.10200000000000001,1.026,1728952570.972554
0.12,-0.10200000000000001,1.026,1728952570.9884384
0.128,-0.092,1.026,1728952571.0045285
0.128,-0.092,1.026,1728952571.0204093
0.128,-0.092,1.026,1728952571.0365024
0.116,-0.1,1.022,1728952571.0524728
0.116,-0.1,1.022,1728952571.068406
0.114,-0.094,1.024,1728952571.0844183
0.114,-0.094,1.024,1728952571.1004436
0.114,-0.094,1.024,1728952571.1164992
0.122,-0.092,1.024,1728952571.1327488
0.122,-0.092,1.024,1728952571.148832
0.126,-0.092,1.03,1728952571.1649144
0.126,-0.092,1.03,1728952571.1808128
0.126,-0.092,1.03,1728952571.1968424
0.13,-0.09,1.028,1728952571.2129853
0.13,-0.09,1.028,1728952571.2290747
0.138,-0.078,1.038,1728952571.2449455
0.138,-0.078,1.038,1728952571.2608905
0.132,-0.078,1.038,1728952571.2769723
0.132,-0.078,1.038,1728952571.2929828
0.132,-0.078,1.038,1728952571.3088815
0.13,-0.082,1.024,1728952571.3248596
0.13,-0.082,1.024,1728952571.3411236
0.124,-0.082,1.018,1728952571.3571384
0.124,-0.082,1.018,1728952571.3732312
0.124,-0.082,1.018,1728952571.3892448
0.13,-0.08,1.028,1728952571.4053514
0.13,-0.08,1.028,1728952571.4212766
0.13,-0.08,1.032,1728952571.4373045
0.13,-0.08,1.032,1728952571.4532883
0.13,-0.08,1.032,1728952571.4693148
0.126,-0.078,1.024,1728952571.4852643
0.126,-0.078,1.024,1728952571.501132
0.14400000000000002,-0.074,1.034,1728952571.5171583
0.14400000000000002,-0.074,1.034,1728952571.5331745
0.14400000000000002,-0.074,1.034,1728952571.5494907
0.14200000000000002,-0.07,1.04,1728952571.5815177
0.14200000000000002,-0.07,1.04,1728952571.5815303
0.14,-0.074,1.032,1728952571.5975304
0.14,-0.074,1.032,1728952571.6135473
0.14,-0.074,1.032,1728952571.629572
0.138,-0.076,1.024,1728952571.6616929
0.138,-0.076,1.024,1728952571.661718
0.138,-0.08,1.02,1728952571.6777508
0.138,-0.08,1.02,1728952571.6936033
0.138,-0.08,1.02,1728952571.7095406
0.14400000000000002,-0.082,1.018,1728952571.7256465
0.14400000000000002,-0.082,1.018,1728952571.7576349
0.136,-0.082,1.03,1728952571.7576652
0.136,-0.082,1.03,1728952571.7736611
0.136,-0.082,1.03,1728952571.789673
0.14200000000000002,-0.084,1.03,1728952571.8057518
0.14200000000000002,-0.084,1.03,1728952571.837751
0.15,-0.076,1.03,1728952571.8537743
0.15,-0.076,1.03,1728952571.8537943
0.15,-0.076,1.03,1728952571.8699572
0.148,-0.08,1.034,1728952571.8857405
0.148,-0.08,1.034,1728952571.90191
0.146,-0.076,1.034,1728952571.9338517
0.146,-0.076,1.034,1728952571.9499507
0.146,-0.076,1.034,1728952571.9499762
0.138,-0.074,1.03,1728952571.9659133
0.138,-0.074,1.03,1728952571.982002
0.14200000000000002,-0.074,1.034,1728952572.014006
0.14200000000000002,-0.074,1.034,1728952572.0300157
0.14200000000000002,-0.074,1.034,1728952572.0461452
0.14,-0.076,1.024,1728952572.0461576
0.14,-0.076,1.024,1728952572.0620704
0.146,-0.078,1.026,1728952572.0781264
0.146,-0.078,1.026,1728952572.110283
0.146,-0.078,1.026,1728952572.1262147
0.152,-0.07200000000000001,1.03,1728952572.1422615
0.152,-0.07200000000000001,1.03,1728952572.1422873
0.146,-0.07200000000000001,1.03,1728952572.158288
0.146,-0.07200000000000001,1.03,1728952572.1905684
0.146,-0.07200000000000001,1.03,1728952572.2065425
0.146,-0.074,1.032,1728952572.2225804
0.146,-0.074,1.032,1728952572.2385883
0.138,-0.07200000000000001,1.036,1728952572.2386224
0.138,-0.07200000000000001,1.036,1728952572.254695
0.138,-0.07200000000000001,1.036,1728952572.2866073
0.14200000000000002,-0.066,1.03,1728952572.302648
0.14200000000000002,-0.066,1.03,1728952572.31871
0.14200000000000002,-0.07200000000000001,1.024,1728952572.3346903
0.14200000000000002,-0.07200000000000001,1.024,1728952572.3506773
0.14200000000000002,-0.07200000000000001,1.024,1728952572.366574
0.14200000000000002,-0.066,1.03,1728952572.3826692
0.14200000000000002,-0.066,1.03,1728952572.3990085
0.148,-0.07200000000000001,1.03,1728952572.4148743
0.148,-0.07200000000000001,1.03,1728952572.4310627
0.148,-0.082,1.024,1728952572.4469633
0.148,-0.082,1.024,1728952572.462947
0.148,-0.082,1.024,1728952572.4790351
0.154,-0.078,1.03,1728952572.495098
0.154,-0.078,1.03,1728952572.510944
0.15,-0.084,1.034,1728952572.5270677
0.15,-0.084,1.034,1728952572.543013
0.15,-0.084,1.034,1728952572.5589824
0.152,-0.082,1.036,1728952572.5749824
0.152,-0.082,1.036,1728952572.5909867
0.148,-0.066,1.016,1728952572.6072617
0.148,-0.066,1.016,1728952572.623302
0.148,-0.066,1.016,1728952572.6393096
0.14200000000000002,-0.062,1.03,1728952572.6553245
0.14200000000000002,-0.062,1.03,1728952572.6713688
0.14,-0.068,1.03,1728952572.6873732
0.14,-0.068,1.03,1728952572.703325
0.14,-0.068,1.03,1728952572.719458
0.136,-0.08,1.028,1728952572.7353837
0.136,-0.08,1.028,1728952572.7514575
0.138,-0.066,1.034,1728952572.7672677
0.138,-0.066,1.034,1728952572.7833333
0.138,-0.066,1.034,1728952572.7993777
0.168,-0.056,1.034,1728952572.8156126
0.168,-0.056,1.034,1728952572.8315074
0.176,-0.052000000000000005,1.026,1728952572.8476732
0.176,-0.052000000000000005,1.026,1728952572.8637223
0.176,-0.052000000000000005,1.026,1728952572.8798697
0.166,-0.062,1.032,1728952572.8958025
0.166,-0.062,1.032,1728952572.9117312
0.146,-0.07200000000000001,1.036,1728952572.9277952
0.146,-0.07200000000000001,1.036,1728952572.943762
0.146,-0.07200000000000001,1.036,1728952572.9597256
0.156,-0.07200000000000001,1.03,1728952572.9757621
0.156,-0.07200000000000001,1.03,1728952572.9916952
0.154,-0.076,1.03,1728952573.007696
0.154,-0.076,1.03,1728952573.0237691
0.154,-0.076,1.03,1728952573.0399673
0.14400000000000002,-0.076,1.038,1728952573.0559692
0.14400000000000002,-0.076,1.038,1728952573.072095
0.14,-0.082,1.032,1728952573.0879655
0.14,-0.082,1.032,1728952573.1039715
0.14,-0.082,1.032,1728952573.1199834
0.138,-0.084,1.034,1728952573.1680818
0.138,-0.084,1.034,1728952573.1680996
0.132,-0.088,1.022,1728952573.1840837
0.132,-0.088,1.022,1728952573.2080784
0.132,-0.088,1.022,1728952573.208092
0.14400000000000002,-0.07,1.032,1728952573.2081025
0.14400000000000002,-0.07,1.032,1728952573.2522445
0.146,-0.066,1.02,1728952573.2522635
0.146,-0.066,1.02,1728952573.2681725
0.146,-0.066,1.02,1728952573.30922
0.14200000000000002,-0.07,1.014,1728952573.3092356
0.14200000000000002,-0.07,1.014,1728952573.3092463
0.148,-0.058,1.028,1728952573.3252437
0.148,-0.058,1.028,1728952573.341362
0.148,-0.058,1.028,1728952573.3573685
0.14200000000000002,-0.064,1.02,1728952573.3733776
0.14200000000000002,-0.064,1.02,1728952573.3895855
0.146,-0.07200000000000001,1.022,1728952573.4055688
0.146,-0.07200000000000001,1.022,1728952573.4375055
0.146,-0.07200000000000001,1.022,1728952573.4375427
0.152,-0.07200000000000001,1.026,1728952573.453718
0.152,-0.07200000000000001,1.026,1728952573.4855185
0.152,-0.078,1.028,1728952573.501613
0.152,-0.078,1.028,1728952573.5016768
0.152,-0.078,1.028,1728952573.517882
0.158,-0.082,1.034,1728952573.5339043
0.158,-0.082,1.034,1728952573.5497353
0.148,-0.08,1.034,1728952573.5656445
0.148,-0.08,1.034,1728952573.5818996
0.148,-0.08,1.034,1728952573.5979483
0.148,-0.078,1.03,1728952573.6138833
0.148,-0.078,1.03,1728952573.629943
0.14400000000000002,-0.076,1.032,1728952573.6460598
0.14400000000000002,-0.076,1.032,1728952573.662166
0.146,-0.07,1.032,1728952573.678058
0.146,-0.07,1.032,1728952573.6940565
0.146,-0.07,1.032,1728952573.7099068
0.15,-0.07200000000000001,1.028,1728952573.7260587
0.15,-0.07200000000000001,1.028,1728952573.7419956
0.152,-0.074,1.03,1728952573.7579951
0.152,-0.074,1.03,1728952573.773982
0.152,-0.074,1.03,1728952573.7904708
0.152,-0.07200000000000001,1.034,1728952573.8067243
0.152,-0.07200000000000001,1.034,1728952573.8222375
0.158,-0.07200000000000001,1.03,1728952573.8383102
0.158,-0.07200000000000001,1.03,1728952573.8543725
0.158,-0.07200000000000001,1.03,1728952573.8703804
0.14200000000000002,-0.078,1.036,1728952573.8864884
0.14200000000000002,-0.078,1.036,1728952573.902413
0.138,-0.076,1.032,1728952573.918393
0.138,-0.076,1.032,1728952573.9504092
0.138,-0.076,1.032,1728952573.9504244
0.14,-0.07200000000000001,1.036,1728952573.966293
0.14,-0.07200000000000001,1.036,1728952573.9823544
0.14,-0.07,1.022,1728952573.9986353
0.14,-0.07,1.022,1728952574.0144932
0.14,-0.07,1.022,1728952574.0307412
0.148,-0.07,1.036,1728952574.0467436
0.148,-0.07,1.036,1728952574.0626695
0.152,-0.07200000000000001,1.032,1728952574.0787196
0.152,-0.07200000000000001,1.032,1728952574.0948246
0.152,-0.07200000000000001,1.032,1728952574.110722
0.148,-0.076,1.026,1728952574.126748
0.148,-0.076,1.026,1728952574.142698
0.14,-0.082,1.014,1728952574.1588368
0.14,-0.082,1.014,1728952574.1746688
0.14,-0.082,1.014,1728952574.1906755
0.14,-0.076,1.024,1728952574.2229393
0.14,-0.076,1.024,1728952574.2229655
0.134,-0.07,1.024,1728952574.2388551
0.134,-0.07,1.024,1728952574.2549596
0.134,-0.07,1.024,1728952574.2709332
0.14400000000000002,-0.07,1.026,1728952574.286981
0.14400000000000002,-0.07,1.026,1728952574.3031085
0.15,-0.068,1.036,1728952574.3191469
0.15,-0.068,1.036,1728952574.3350189
0.15,-0.068,1.036,1728952574.3510413
0.154,-0.076,1.04,1728952574.3670993
0.154,-0.076,1.04,1728952574.3830633
0.16,-0.07,1.038,1728952574.399119
0.16,-0.07,1.038,1728952574.4151664
0.16,-0.07,1.038,1728952574.4313107
0.164,-0.07200000000000001,1.038,1728952574.4473484
0.164,-0.07200000000000001,1.038,1728952574.463354
0.148,-0.078,1.038,1728952574.4793687
0.148,-0.078,1.038,1728952574.4953969
0.148,-0.078,1.038,1728952574.54253
0.14,-0.084,1.04,1728952574.5425503
0.14,-0.084,1.04,1728952574.542559
0.138,-0.082,1.034,1728952574.558844
0.138,-0.082,1.034,1728952574.5746026
0.138,-0.082,1.034,1728952574.5908637
0.14,-0.08,1.038,1728952574.6224473
0.14,-0.08,1.038,1728952574.6224608
0.14200000000000002,-0.078,1.028,1728952574.6384697
0.14200000000000002,-0.078,1.028,1728952574.65452
0.14200000000000002,-0.078,1.028,1728952574.6705613
0.148,-0.06,1.026,1728952574.6864572
0.148,-0.06,1.026,1728952574.718671
0.15,-0.066,1.016,1728952574.7347624
0.15,-0.066,1.016,1728952574.7347856
0.15,-0.066,1.016,1728952574.750618
0.152,-0.064,1.022,1728952574.7666993
0.152,-0.064,1.022,1728952574.798709
0.146,-0.07200000000000001,1.022,1728952574.8148196
0.146,-0.07200000000000001,1.022,1728952574.8148568
0.146,-0.07200000000000001,1.022,1728952574.8308728
0.14200000000000002,-0.082,1.024,1728952574.846794
0.14200000000000002,-0.082,1.024,1728952574.8628173
0.14200000000000002,-0.08,1.024,1728952574.8949227
0.14200000000000002,-0.08,1.024,1728952574.910948
0.136,-0.078,1.024,1728952574.9109762
0.136,-0.078,1.024,1728952574.9269822
0.136,-0.078,1.024,1728952574.942989
0.14200000000000002,-0.08,1.028,1728952574.9751115
0.14200000000000002,-0.08,1.028,1728952574.9910417
0.14400000000000002,-0.076,1.032,1728952575.0070477
0.14400000000000002,-0.076,1.032,1728952575.0070884
0.14400000000000002,-0.076,1.032,1728952575.0231903
0.138,-0.082,1.026,1728952575.055226
0.138,-0.082,1.026,1728952575.0713406
0.14200000000000002,-0.07200000000000001,1.038,1728952575.087221
0.14200000000000002,-0.07200000000000001,1.038,1728952575.1034477
0.14200000000000002,-0.07200000000000001,1.038,1728952575.1034625
0.152,-0.068,1.036,1728952575.1195605
0.152,-0.068,1.036,1728952575.1515355
0.146,-0.064,1.032,1728952575.167406
0.146,-0.064,1.032,1728952575.1833675
0.146,-0.064,1.032,1728952575.1994824
0.146,-0.07200000000000001,1.032,1728952575.1995106
0.146,-0.07200000000000001,1.032,1728952575.2154467
0.14400000000000002,-0.064,1.032,1728952575.2476296
0.14400000000000002,-0.064,1.032,1728952575.263646
0.14400000000000002,-0.064,1.032,1728952575.279687
0.134,-0.074,1.028,1728952575.3117454
0.134,-0.074,1.028,1728952575.311762
0.136,-0.08,1.018,1728952575.32765
0.136,-0.08,1.018,1728952575.3437111
0.136,-0.08,1.018,1728952575.3597536
0.134,-0.09,1.018,1728952575.375712
0.134,-0.09,1.018,1728952575.3918064
0.132,-0.08600000000000001,1.024,1728952575.4078925
0.132,-0.08600000000000001,1.024,1728952575.4238
0.132,-0.08600000000000001,1.024,1728952575.4398313
0.13,-0.082,1.026,1728952575.4559445
0.13,-0.082,1.026,1728952575.4719253
0.138,-0.082,1.03,1728952575.4879632
0.138,-0.082,1.03,1728952575.5039713
0.138,-0.082,1.03,1728952575.5200624
0.14200000000000002,-0.076,1.028,1728952575.536036
0.14200000000000002,-0.076,1.028,1728952575.5522485
0.146,-0.07200000000000001,1.03,1728952575.5682318
0.146,-0.07200000000000001,1.03,1728952575.5842404
0.146,-0.07200000000000001,1.03,1728952575.6001322
0.152,-0.07200000000000001,1.026,1728952575.6162043
0.152,-0.07200000000000001,1.026,1728952575.6322873
0.154,-0.074,1.034,1728952575.648235
0.154,-0.074,1.034,1728952575.664359
0.154,-0.074,1.034,1728952575.6803982
0.162,-0.07,1.03,1728952575.6964073
0.162,-0.07,1.03,1728952575.7124665
0.182,-0.062,1.038,1728952575.7284353
0.182,-0.062,1.038,1728952575.744466
0.182,-0.062,1.038,1728952575.7604911
0.304,-0.10200000000000001,1.25,1728952575.776544
0.304,-0.10200000000000001,1.25,1728952575.7924197
0.514,-0.012,1.302,1728952575.80868
0.514,-0.012,1.302,1728952575.8246496
0.514,-0.012,1.302,1728952575.8405416
0.47000000000000003,0.02,1.042,1728952575.8565552
0.47000000000000003,0.02,1.042,1728952575.873205
0.248,-0.018000000000000002,0.874,1728952575.8889337
0.248,-0.018000000000000002,0.874,1728952575.9050157
0.248,-0.018000000000000002,0.874,1728952575.9210393
0.064,-0.09,0.8240000000000001,1728952575.9368896
0.064,-0.09,0.8240000000000001,1728952575.952943
-0.11,-0.146,0.8260000000000001,1728952575.9689457
-0.11,-0.146,0.8260000000000001,1728952575.9849415
-0.11,-0.146,0.8260000000000001,1728952576.000886
-0.458,-0.224,0.864,1728952576.0168357
-0.458,-0.224,0.864,1728952576.0329633
-0.6900000000000001,-0.302,0.92,1728952576.04885
-0.6900000000000001,-0.302,0.92,1728952576.0649333
-0.6900000000000001,-0.302,0.92,1728952576.081188
-0.75,-0.41000000000000003,0.884,1728952576.0971608
-0.75,-0.41000000000000003,0.884,1728952576.1132207
-0.672,-0.422,0.904,1728952576.1291249
-0.672,-0.422,0.904,1728952576.1452196
-0.548,-0.432,0.878,1728952576.16113
-0.548,-0.432,0.878,1728952576.1772847
-0.548,-0.432,0.878,1728952576.1932676
-0.436,-0.4,0.868,1728952576.2094443
-0.436,-0.4,0.868,1728952576.2252092
-0.336,-0.268,0.668,1728952576.241207
-0.336,-0.268,0.668,1728952576.2572584
-0.336,-0.268,0.668,1728952576.2732399
-0.122,0.004,0.748,1728952576.2893949
-0.122,0.004,0.748,1728952576.3054893
-0.304,0.4,0.896,1728952576.3215
-0.304,0.4,0.896,1728952576.3375564
-0.304,0.4,0.896,1728952576.3535874
0.092,0.404,1.16,1728952576.3695805
0.092,0.404,1.16,1728952576.3855236
0.502,0.358,1.85,1728952576.4016087
0.502,0.358,1.85,1728952576.417588
0.502,0.358,1.85,1728952576.4335115
0.536,0.38,2.048,1728952576.4496691
0.536,0.38,2.048,1728952576.4656208
0.38,0.27,1.37,1728952576.481624
0.38,0.27,1.37,1728952576.4979348
0.38,0.27,1.37,1728952576.5139024
0.42,0.08600000000000001,0.684,1728952576.5298667
0.42,0.08600000000000001,0.684,1728952576.54592
0.394,-0.20600000000000002,0.42,1728952576.5619576
0.394,-0.20600000000000002,0.42,1728952576.577978
0.394,-0.20600000000000002,0.42,1728952576.5939388
0.374,-0.41400000000000003,0.454,1728952576.610027
0.374,-0.41400000000000003,0.454,1728952576.6259108
0.36,-0.5700000000000001,0.484,1728952576.6421173
0.36,-0.5700000000000001,0.484,1728952576.6581812
0.36,-0.5700000000000001,0.484,1728952576.6740036
0.252,-0.766,0.32,1728952576.6900885
0.252,-0.766,0.32,1728952576.7060785
0.31,-0.844,0.108,1728952576.722139
0.31,-0.844,0.108,1728952576.7382076
0.31,-0.844,0.108,1728952576.7541347
0.366,-0.848,-0.034,1728952576.7702255
0.366,-0.848,-0.034,1728952576.7862663
0.508,-0.856,-0.268,1728952576.8023539
0.508,-0.856,-0.268,1728952576.8182793
0.508,-0.856,-0.268,1728952576.8343103
0.644,-0.712,-0.246,1728952576.8503273
0.644,-0.712,-0.246,1728952576.8662603
0.384,-0.374,0.004,1728952576.8823452
0.384,-0.374,0.004,1728952576.8983088
0.384,-0.374,0.004,1728952576.9144056
0.096,-0.498,0.062,1728952576.9305785
0.096,-0.498,0.062,1728952576.9466753
-0.486,-0.308,0.37,1728952576.9625647
-0.486,-0.308,0.37,1728952576.9785783
-0.486,-0.308,0.37,1728952576.9947343
-0.518,-0.494,0.534,1728952577.0107796
-0.518,-0.494,0.534,1728952577.0267937
-0.7020000000000001,-0.586,0.9580000000000001,1728952577.0529213
-0.7020000000000001,-0.586,0.9580000000000001,1728952577.052934
-0.7020000000000001,-0.586,0.9580000000000001,1728952577.0529401
-0.7020000000000001,-0.586,0.9580000000000001,1728952577.0688796
-0.28600000000000003,-0.41600000000000004,1.088,1728952577.1329432
-0.28600000000000003,-0.41600000000000004,1.088,1728952577.1329587
-0.28600000000000003,-0.41600000000000004,1.088,1728952577.1329684
-0.28600000000000003,-0.41600000000000004,1.088,1728952577.132976
-0.116,-0.25,0.96,1728952577.1329837
-0.116,-0.25,0.96,1728952577.1329913
-0.116,-0.25,0.96,1728952577.1488285
0.082,0.14200000000000002,1.104,1728952577.164785
0.082,0.14200000000000002,1.104,1728952577.180979
0.082,0.14200000000000002,1.104,1728952577.1970396
0.18,0.37,1.03,1728952577.2130945
0.18,0.37,1.03,1728952577.229107
0.18,0.37,1.03,1728952577.22913
0.336,0.544,1.174,1728952577.2559755
0.336,0.544,1.174,1728952577.2559905
0.336,0.544,1.174,1728952577.2721453
0.6900000000000001,0.598,1.548,1728952577.2951348
0.6900000000000001,0.598,1.548,1728952577.2951524
0.6900000000000001,0.598,1.548,1728952577.2951572
0.6900000000000001,0.598,1.548,1728952577.295162
0.6900000000000001,0.598,1.548,1728952577.366324
0.6900000000000001,0.598,1.548,1728952577.366335
0.6900000000000001,0.598,1.548,1728952577.3663404
0.54,0.464,1.468,1728952577.3663473
0.54,0.464,1.468,1728952577.366359
0.54,0.464,1.468,1728952577.3663704
0.54,0.464,1.468,1728952577.366378
0.54,0.464,1.468,1728952577.3663833
0.54,0.464,1.468,1728952577.3663893
0.54,0.464,1.468,1728952577.3663943
0.54,0.464,1.468,1728952577.3663998
0.54,0.464,1.468,1728952577.3664052
0.54,0.464,1.468,1728952577.3664105
0.93,0.482,1.582,1728952577.3664155
0.93,0.482,1.582,1728952577.3664207
0.93,0.482,1.582,1728952577.8497086
0.93,0.482,1.582,1728952577.84978
0.93,0.482,1.582,1728952577.8499806
0.93,0.482,1.582,1728952577.850012
0.93,0.482,1.582,1728952577.8500717
0.666,0.424,1.542,1728952577.8501215
0.666,0.424,1.542,1728952577.8501291
0.666,0.424,1.542,1728952577.8501365
0.666,0.424,1.542,1728952577.850144
0.666,0.424,1.542,1728952577.8501515
0.666,0.424,1.542,1728952577.8501587
0.666,0.424,1.542,1728952577.8501663
0.666,0.424,1.542,1728952577.850174
0.666,0.424,1.542,1728952577.850181
0.666,0.424,1.542,1728952577.8501885
0.44,0.402,1.164,1728952577.8501966
0.44,0.402,1.164,1728952577.8502047
0.44,0.402,1.164,1728952577.85022
0.44,0.402,1.164,1728952577.850227
0.44,0.402,1.164,1728952577.8502345
0.44,0.402,1.164,1728952577.850242
0.44,0.402,1.164,1728952577.8502493
0.44,0.402,1.164,1728952577.8502564
0.44,0.402,1.164,1728952577.8502638
0.44,0.402,1.164,1728952577.850271
0.37,0.272,0.672,1728952577.8502784
0.37,0.272,0.672,1728952577.8502858
0.37,0.272,0.672,1728952577.8502932
0.37,0.272,0.672,1728952577.8503003
0.37,0.272,0.672,1728952577.850308
0.37,0.272,0.672,1728952577.8503156
0.37,0.272,0.672,1728952577.8503227
0.37,0.272,0.672,1728952577.85033
0.37,0.272,0.672,1728952577.8503375
0.37,0.272,0.672,1728952577.850345
0.338,-0.13,0.328,1728952577.8503523
0.338,-0.13,0.328,1728952577.8503604
0.338,-0.13,0.328,1728952577.8503675
0.338,-0.13,0.328,1728952577.8503752
0.338,-0.13,0.328,1728952577.8503826
0.338,-0.13,0.328,1728952577.85039
0.338,-0.13,0.328,1728952577.850397
0.338,-0.13,0.328,1728952577.8504047
0.338,-0.13,0.328,1728952577.850412
0.338,-0.13,0.328,1728952577.8504193
0.316,-0.366,0.422,1728952577.8504267
0.316,-0.366,0.422,1728952577.850434
0.316,-0.366,0.422,1728952577.8504412
0.316,-0.366,0.422,1728952577.8504486
0.316,-0.366,0.422,1728952577.850456
0.316,-0.366,0.422,1728952577.8504632
0.316,-0.366,0.422,1728952577.8504715
0.316,-0.366,0.422,1728952577.8504784
0.316,-0.366,0.422,1728952577.850485
0.316,-0.366,0.422,1728952577.850492
0.36,-0.506,0.596,1728952577.850499
0.36,-0.506,0.596,1728952577.8505056
0.36,-0.506,0.596,1728952577.8505127
0.36,-0.506,0.596,1728952577.8505197
0.36,-0.506,0.596,1728952577.8505263
0.36,-0.506,0.596,1728952577.8505332
0.36,-0.506,0.596,1728952577.8505402
0.36,-0.506,0.596,1728952577.850547
0.36,-0.506,0.596,1728952577.8505538
0.36,-0.506,0.596,1728952577.850561
0.504,-0.58,0.596,1728952577.8505676
0.504,-0.58,0.596,1728952577.8505745
0.504,-0.58,0.596,1728952577.8505812
0.504,-0.58,0.596,1728952577.850588
0.504,-0.58,0.596,1728952577.8505948
0.504,-0.58,0.596,1728952577.8506017
0.504,-0.58,0.596,1728952577.8506083
0.504,-0.58,0.596,1728952577.8506153
0.504,-0.58,0.596,1728952577.850622
0.504,-0.58,0.596,1728952577.8506289
0.43,-0.556,0.552,1728952577.8506355
0.43,-0.556,0.552,1728952577.8506424
0.43,-0.556,0.552,1728952577.850649
0.43,-0.556,0.552,1728952577.850656
0.43,-0.556,0.552,1728952577.8506634
0.43,-0.556,0.552,1728952577.85067
0.43,-0.556,0.552,1728952577.8506773
0.43,-0.556,0.552,1728952577.850684
0.43,-0.556,0.552,1728952577.8506908
0.43,-0.556,0.552,1728952577.8506975
0.248,-0.76,0.374,1728952577.8507044
0.248,-0.76,0.374,1728952577.850711
0.248,-0.76,0.374,1728952577.850718
0.248,-0.76,0.374,1728952577.8507247
0.248,-0.76,0.374,1728952577.8507318
0.248,-0.76,0.374,1728952577.8507433
0.248,-0.76,0.374,1728952577.85075
0.248,-0.76,0.374,1728952577.850757
0.248,-0.76,0.374,1728952577.8507636
0.248,-0.76,0.374,1728952577.8507702
0.274,-0.838,0.184,1728952577.8507771
0.274,-0.838,0.184,1728952577.8507838
0.274,-0.838,0.184,1728952577.8507907
0.274,-0.838,0.184,1728952577.8507977
0.274,-0.838,0.184,1728952577.8508043
0.274,-0.838,0.184,1728952577.8508117
0.274,-0.838,0.184,1728952577.8508186
0.274,-0.838,0.184,1728952577.8508253
0.274,-0.838,0.184,1728952577.850832
0.274,-0.838,0.184,1728952577.850839
0.332,-0.738,0.19,1728952577.8508456
0.332,-0.738,0.19,1728952577.8508525
0.332,-0.738,0.19,1728952577.8508596
0.332,-0.738,0.19,1728952577.8508663
0.332,-0.738,0.19,1728952577.8508732
0.332,-0.738,0.19,1728952577.8508801
0.332,-0.738,0.19,1728952577.850887
0.332,-0.738,0.19,1728952577.8508937
0.332,-0.738,0.19,1728952577.8509004
0.332,-0.738,0.19,1728952577.8509076
0.022,-0.8180000000000001,0.016,1728952577.8509145
0.022,-0.8180000000000001,0.016,1728952577.8509212
0.022,-0.8180000000000001,0.016,1728952577.8509278
0.022,-0.8180000000000001,0.016,1728952577.8509388
