x,y,z,time_board
0.136,-0.044,1.1300000000000001,1728952559.5249152
0.136,-0.044,1.1300000000000001,1728952559.5249307
0.136,-0.044,1.1300000000000001,1728952559.524946
0.136,-0.044,1.1300000000000001,1728952559.5249732
0.136,-0.044,1.1300000000000001,1728952559.5249968
0.136,-0.044,1.1300000000000001,1728952559.525038
0.136,-0.044,1.1300000000000001,1728952559.5250633
0.136,-0.044,1.1300000000000001,1728952559.5250895
0.088,-0.028,1.064,1728952559.52511
0.088,-0.028,1.064,1728952559.5251129
0.088,-0.028,1.064,1728952559.5251184
0.088,-0.028,1.064,1728952559.525121
0.088,-0.028,1.064,1728952559.525124
0.088,-0.028,1.064,1728952559.5251267
0.088,-0.028,1.064,1728952559.5251293
0.088,-0.028,1.064,1728952559.5251317
0.088,-0.028,1.064,1728952559.525134
0.088,-0.028,1.064,1728952559.5251365
0.076,0.058,1.122,1728952559.525139
0.076,0.058,1.122,1728952559.5251417
0.076,0.058,1.122,1728952559.5251443
0.076,0.058,1.122,1728952559.5251467
0.076,0.058,1.122,1728952559.5251536
0.076,0.058,1.122,1728952559.52516
0.076,0.058,1.122,1728952559.5251687
0.076,0.058,1.122,1728952559.5251775
0.076,0.058,1.122,1728952559.525185
0.076,0.058,1.122,1728952559.5251932
0.058,-0.012,1.058,1728952559.5252054
0.058,-0.012,1.058,1728952559.525213
0.058,-0.012,1.058,1728952559.5252216
0.058,-0.012,1.058,1728952559.5252304
0.058,-0.012,1.058,1728952559.5252397
0.058,-0.012,1.058,1728952559.5252485
0.058,-0.012,1.058,1728952559.5252604
0.058,-0.012,1.058,1728952559.525264
0.058,-0.012,1.058,1728952559.5252676
0.058,-0.012,1.058,1728952559.5252712
0.078,0.008,1.066,1728952559.525283
0.078,0.008,1.066,1728952559.5252872
0.078,0.008,1.066,1728952559.5252943
0.078,0.008,1.066,1728952559.5252988
0.078,0.008,1.066,1728952559.5253031
0.078,0.008,1.066,1728952559.5253074
0.078,0.008,1.066,1728952559.5253117
0.078,0.008,1.066,1728952559.525316
0.078,0.008,1.066,1728952559.5253203
0.078,0.008,1.066,1728952559.5253248
0.074,0.004,1.028,1728952559.525329
0.074,0.004,1.028,1728952559.5253327
0.074,0.004,1.028,1728952559.5253367
0.074,0.004,1.028,1728952559.5253408
0.074,0.004,1.028,1728952559.5253446
0.074,0.004,1.028,1728952559.5253484
0.074,0.004,1.028,1728952559.5253525
0.074,0.004,1.028,1728952559.5253563
0.074,0.004,1.028,1728952559.52536
0.074,0.004,1.028,1728952559.525364
0.13,0.05,1.026,1728952559.525368
0.13,0.05,1.026,1728952559.525372
0.13,0.05,1.026,1728952559.5253758
0.13,0.05,1.026,1728952559.52538
0.13,0.05,1.026,1728952559.525384
0.13,0.05,1.026,1728952559.525388
0.13,0.05,1.026,1728952559.5253913
0.13,0.05,1.026,1728952559.5253952
0.13,0.05,1.026,1728952559.5253987
0.13,0.05,1.026,1728952559.5254023
0.07,0.03,1.076,1728952559.525406
0.07,0.03,1.076,1728952559.5254097
0.07,0.03,1.076,1728952559.5254135
0.07,0.03,1.076,1728952559.5254176
0.07,0.03,1.076,1728952559.5254216
0.07,0.03,1.076,1728952559.525426
0.07,0.03,1.076,1728952559.52543
0.07,0.03,1.076,1728952559.525434
0.07,0.03,1.076,1728952559.5254383
0.07,0.03,1.076,1728952559.5254421
-0.022,0.026000000000000002,1.054,1728952559.5254464
-0.022,0.026000000000000002,1.054,1728952559.5254505
-0.022,0.026000000000000002,1.054,1728952559.5254548
-0.022,0.026000000000000002,1.054,1728952559.5254588
-0.022,0.026000000000000002,1.054,1728952559.5254629
-0.022,0.026000000000000002,1.054,1728952559.525467
-0.022,0.026000000000000002,1.054,1728952559.5254712
-0.022,0.026000000000000002,1.054,1728952559.5254753
-0.022,0.026000000000000002,1.054,1728952559.5254793
-0.022,0.026000000000000002,1.054,1728952559.5254836
0.026000000000000002,0.014,1.074,1728952559.5254877
0.026000000000000002,0.014,1.074,1728952559.5254917
0.026000000000000002,0.014,1.074,1728952559.525496
0.026000000000000002,0.014,1.074,1728952559.5255
0.026000000000000002,0.014,1.074,1728952559.5255039
0.026000000000000002,0.014,1.074,1728952559.5255077
0.026000000000000002,0.014,1.074,1728952559.525512
0.026000000000000002,0.014,1.074,1728952559.5255163
0.026000000000000002,0.014,1.074,1728952559.5255203
0.026000000000000002,0.014,1.074,1728952559.5255246
0.1,-0.044,1.046,1728952559.5255284
0.1,-0.044,1.046,1728952559.5255356
0.1,-0.044,1.046,1728952559.5255396
0.1,-0.044,1.046,1728952559.5255437
0.1,-0.044,1.046,1728952559.525548
0.1,-0.044,1.046,1728952559.5255523
0.1,-0.044,1.046,1728952559.525556
0.1,-0.044,1.046,1728952559.5255609
0.1,-0.044,1.046,1728952559.525565
0.1,-0.044,1.046,1728952559.5255687
0.132,-0.022,0.996,1728952559.525573
0.132,-0.022,0.996,1728952559.5255773
0.132,-0.022,0.996,1728952559.5255816
0.132,-0.022,0.996,1728952559.5255857
0.132,-0.022,0.996,1728952559.5255897
0.132,-0.022,0.996,1728952559.525594
0.132,-0.022,0.996,1728952559.525598
0.132,-0.022,0.996,1728952559.525602
0.132,-0.022,0.996,1728952559.5256064
0.132,-0.022,0.996,1728952559.5256104
0.10400000000000001,-0.028,1.002,1728952559.7821996
0.10400000000000001,-0.028,1.002,1728952559.7823262
0.10400000000000001,-0.028,1.002,1728952559.782334
0.10400000000000001,-0.028,1.002,1728952559.7823417
0.10400000000000001,-0.028,1.002,1728952559.782349
0.10400000000000001,-0.028,1.002,1728952559.7823565
0.10400000000000001,-0.028,1.002,1728952559.782364
0.10400000000000001,-0.028,1.002,1728952559.7823713
0.10400000000000001,-0.028,1.002,1728952559.7823787
0.10400000000000001,-0.028,1.002,1728952559.7823863
0.122,-0.032,1.038,1728952559.782394
0.122,-0.032,1.038,1728952559.782401
0.122,-0.032,1.038,1728952559.7824087
0.122,-0.032,1.038,1728952559.7824159
0.122,-0.032,1.038,1728952559.782423
0.122,-0.032,1.038,1728952559.7824304
0.122,-0.032,1.038,1728952559.7824376
0.122,-0.032,1.038,1728952559.7824447
0.122,-0.032,1.038,1728952559.782452
0.122,-0.032,1.038,1728952559.7824593
0.168,-0.028,1.004,1728952559.7824712
0.168,-0.028,1.004,1728952559.7824788
0.168,-0.028,1.004,1728952559.782486
0.168,-0.028,1.004,1728952559.782493
0.168,-0.028,1.004,1728952559.7825005
0.168,-0.028,1.004,1728952559.7825077
0.168,-0.028,1.004,1728952559.7825148
0.168,-0.028,1.004,1728952559.782522
0.168,-0.028,1.004,1728952559.7825294
0.168,-0.028,1.004,1728952559.7825365
0.18,-0.048,1.002,1728952559.7825444
0.18,-0.048,1.002,1728952559.7825515
0.18,-0.048,1.002,1728952559.782559
0.18,-0.048,1.002,1728952559.782566
0.18,-0.048,1.002,1728952559.7825732
0.18,-0.048,1.002,1728952559.7825806
0.18,-0.048,1.002,1728952559.7825878
0.18,-0.048,1.002,1728952559.7825952
0.18,-0.048,1.002,1728952559.7826023
0.18,-0.048,1.002,1728952559.7826097
0.152,-0.028,1.032,1728952559.7826169
0.152,-0.028,1.032,1728952559.782624
0.152,-0.028,1.032,1728952559.7826312
0.152,-0.028,1.032,1728952559.7826383
0.152,-0.028,1.032,1728952559.7826457
0.152,-0.028,1.032,1728952559.782653
0.152,-0.028,1.032,1728952559.78266
0.152,-0.028,1.032,1728952559.7826672
0.152,-0.028,1.032,1728952559.7826788
0.152,-0.028,1.032,1728952559.782686
0.146,-0.026000000000000002,1.028,1728952559.7826934
0.146,-0.026000000000000002,1.028,1728952559.7827013
0.146,-0.026000000000000002,1.028,1728952559.7827084
0.146,-0.026000000000000002,1.028,1728952559.7827156
0.146,-0.026000000000000002,1.028,1728952559.7827227
0.146,-0.026000000000000002,1.028,1728952559.78273
0.146,-0.026000000000000002,1.028,1728952559.7827368
0.146,-0.026000000000000002,1.028,1728952559.78274
0.146,-0.026000000000000002,1.028,1728952559.7827432
0.146,-0.026000000000000002,1.028,1728952559.7827463
0.146,-0.038,1.018,1728952559.7827497
0.146,-0.038,1.018,1728952559.7827528
0.146,-0.038,1.018,1728952560.2660625
0.146,-0.038,1.018,1728952560.266112
0.146,-0.038,1.018,1728952560.2661772
0.146,-0.038,1.018,1728952560.2661824
0.154,-0.04,1.028,1728952560.2661877
0.154,-0.04,1.028,1728952560.2661924
0.154,-0.04,1.028,1728952560.2661977
0.154,-0.04,1.028,1728952560.2662024
0.154,-0.04,1.028,1728952560.2662077
0.154,-0.04,1.028,1728952560.2662125
0.154,-0.04,1.028,1728952560.2662172
0.154,-0.04,1.028,1728952560.266244
0.154,-0.04,1.028,1728952560.266249
0.154,-0.04,1.028,1728952560.266254
0.156,-0.056,1.03,1728952560.2662587
0.156,-0.056,1.03,1728952560.2662637
0.156,-0.056,1.03,1728952560.2662687
0.156,-0.056,1.03,1728952560.2662735
0.156,-0.056,1.03,1728952560.2662785
0.156,-0.056,1.03,1728952560.2662835
0.156,-0.056,1.03,1728952560.2662885
0.156,-0.056,1.03,1728952560.2662933
0.156,-0.056,1.03,1728952560.2662983
0.156,-0.056,1.03,1728952560.2663033
0.17200000000000001,-0.066,1.02,1728952560.2663083
0.17200000000000001,-0.066,1.02,1728952560.2663133
0.17200000000000001,-0.066,1.02,1728952560.266318
0.17200000000000001,-0.066,1.02,1728952560.266323
0.17200000000000001,-0.066,1.02,1728952560.266328
0.17200000000000001,-0.066,1.02,1728952560.266333
0.17200000000000001,-0.066,1.02,1728952560.266338
0.17200000000000001,-0.066,1.02,1728952560.2663429
0.17200000000000001,-0.066,1.02,1728952560.266348
0.17200000000000001,-0.066,1.02,1728952560.266353
0.17400000000000002,-0.062,1.026,1728952560.266358
0.17400000000000002,-0.062,1.026,1728952560.266363
0.17400000000000002,-0.062,1.026,1728952560.266368
0.17400000000000002,-0.062,1.026,1728952560.266373
0.17400000000000002,-0.062,1.026,1728952560.2663777
0.17400000000000002,-0.062,1.026,1728952560.2663825
0.17400000000000002,-0.062,1.026,1728952560.2663875
0.17400000000000002,-0.062,1.026,1728952560.2663925
0.17400000000000002,-0.062,1.026,1728952560.2663972
0.17400000000000002,-0.062,1.026,1728952560.2664037
0.17200000000000001,-0.064,1.026,1728952560.2664087
0.17200000000000001,-0.064,1.026,1728952560.2664137
0.17200000000000001,-0.064,1.026,1728952560.2664187
0.17200000000000001,-0.064,1.026,1728952560.2664237
0.17200000000000001,-0.064,1.026,1728952560.2664287
0.17200000000000001,-0.064,1.026,1728952560.2664337
0.17200000000000001,-0.064,1.026,1728952560.2664385
0.17200000000000001,-0.064,1.026,1728952560.2664433
0.17200000000000001,-0.064,1.026,1728952560.2664483
0.17200000000000001,-0.064,1.026,1728952560.2664535
0.18,-0.074,1.012,1728952560.266459
0.18,-0.074,1.012,1728952560.266464
0.18,-0.074,1.012,1728952560.2664688
0.18,-0.074,1.012,1728952560.2664735
0.18,-0.074,1.012,1728952560.2664797
0.18,-0.074,1.012,1728952560.2664847
0.18,-0.074,1.012,1728952560.26649
0.18,-0.074,1.012,1728952560.2664952
0.18,-0.074,1.012,1728952560.2665
0.18,-0.074,1.012,1728952560.2665048
0.178,-0.07,1.018,1728952560.2665098
0.178,-0.07,1.018,1728952560.2665148
0.178,-0.07,1.018,1728952560.2665195
0.178,-0.07,1.018,1728952560.2665246
0.178,-0.07,1.018,1728952560.2665296
0.178,-0.07,1.018,1728952560.2665346
0.178,-0.07,1.018,1728952560.2665396
0.178,-0.07,1.018,1728952560.2665443
0.178,-0.07,1.018,1728952560.2665493
0.178,-0.07,1.018,1728952560.2665544
0.124,-0.028,0.962,1728952560.2665591
0.124,-0.028,0.962,1728952560.2665641
0.124,-0.028,0.962,1728952560.2665691
0.124,-0.028,0.962,1728952560.266574
0.124,-0.028,0.962,1728952560.266579
0.124,-0.028,0.962,1728952560.266584
0.124,-0.028,0.962,1728952560.266589
0.124,-0.028,0.962,1728952560.266594
0.124,-0.028,0.962,1728952560.2665987
0.124,-0.028,0.962,1728952560.2666037
0.166,-0.026000000000000002,0.998,1728952560.2666087
0.166,-0.026000000000000002,0.998,1728952560.2666135
0.166,-0.026000000000000002,0.998,1728952560.2666228
0.166,-0.026000000000000002,0.998,1728952560.2666276
0.166,-0.026000000000000002,0.998,1728952560.2666326
0.166,-0.026000000000000002,0.998,1728952560.2666376
0.166,-0.026000000000000002,0.998,1728952560.2666423
0.166,-0.026000000000000002,0.998,1728952560.266647
0.166,-0.026000000000000002,0.998,1728952560.266652
0.166,-0.026000000000000002,0.998,1728952560.266657
0.158,-0.012,1.008,1728952560.266662
0.158,-0.012,1.008,1728952560.266667
0.158,-0.012,1.008,1728952560.266672
0.158,-0.012,1.008,1728952560.266677
0.158,-0.012,1.008,1728952560.266682
0.158,-0.012,1.008,1728952560.266687
0.158,-0.012,1.008,1728952560.2666917
0.158,-0.012,1.008,1728952560.2666967
0.158,-0.012,1.008,1728952560.266702
0.158,-0.012,1.008,1728952560.2667067
0.16,-0.012,1.014,1728952560.2667117
0.16,-0.012,1.014,1728952560.2667167
0.16,-0.012,1.014,1728952560.2667215
0.16,-0.012,1.014,1728952560.2667265
0.16,-0.012,1.014,1728952560.2667315
0.16,-0.012,1.014,1728952560.2667365
0.16,-0.012,1.014,1728952560.2667413
0.16,-0.012,1.014,1728952560.2667463
0.16,-0.012,1.014,1728952560.2667513
0.16,-0.012,1.014,1728952560.266756
0.15,-0.008,1.022,1728952560.2667649
0.15,-0.008,1.022,1728952560.2667696
0.15,-0.008,1.022,1728952560.266775
0.15,-0.008,1.022,1728952560.2667797
0.15,-0.008,1.022,1728952560.2667844
0.15,-0.008,1.022,1728952560.2667894
0.15,-0.008,1.022,1728952560.7442458
0.15,-0.008,1.022,1728952560.744321
0.15,-0.008,1.022,1728952560.7443607
0.15,-0.008,1.022,1728952560.744403
0.152,-0.026000000000000002,1.018,1728952560.744444
0.152,-0.026000000000000002,1.018,1728952560.7445023
0.152,-0.026000000000000002,1.018,1728952560.7445407
0.152,-0.026000000000000002,1.018,1728952560.744583
0.152,-0.026000000000000002,1.018,1728952560.7446246
0.152,-0.026000000000000002,1.018,1728952560.7446659
0.152,-0.026000000000000002,1.018,1728952560.744706
0.152,-0.026000000000000002,1.018,1728952560.7447684
0.152,-0.026000000000000002,1.018,1728952560.7447903
0.152,-0.026000000000000002,1.018,1728952560.7448137
0.164,-0.032,1.02,1728952560.7448733
0.164,-0.032,1.02,1728952560.7448869
0.164,-0.032,1.02,1728952560.7448936
0.164,-0.032,1.02,1728952560.7448971
0.164,-0.032,1.02,1728952560.7449007
0.164,-0.032,1.02,1728952560.7449052
0.164,-0.032,1.02,1728952560.7449088
0.164,-0.032,1.02,1728952560.7449152
0.164,-0.032,1.02,1728952560.7449188
0.164,-0.032,1.02,1728952560.7449229
0.164,-0.036000000000000004,1.024,1728952560.7449265
0.164,-0.036000000000000004,1.024,1728952560.7449305
0.164,-0.036000000000000004,1.024,1728952560.744934
0.164,-0.036000000000000004,1.024,1728952560.744938
0.164,-0.036000000000000004,1.024,1728952560.7449417
0.164,-0.036000000000000004,1.024,1728952560.7449448
0.164,-0.036000000000000004,1.024,1728952560.7449512
0.164,-0.036000000000000004,1.024,1728952560.744958
0.164,-0.036000000000000004,1.024,1728952560.7449694
0.164,-0.036000000000000004,1.024,1728952560.744973
0.152,-0.05,1.034,1728952560.7449768
0.152,-0.05,1.034,1728952560.7449806
0.152,-0.05,1.034,1728952560.7449844
0.152,-0.05,1.034,1728952560.744988
0.152,-0.05,1.034,1728952560.744992
0.152,-0.05,1.034,1728952560.7449946
0.152,-0.05,1.034,1728952560.7449973
0.152,-0.05,1.034,1728952560.745
0.152,-0.05,1.034,1728952560.7450027
0.152,-0.05,1.034,1728952560.7450056
0.16,-0.058,1.024,1728952560.7450082
0.16,-0.058,1.024,1728952560.745011
0.16,-0.058,1.024,1728952560.7450137
0.16,-0.058,1.024,1728952560.7450163
0.16,-0.058,1.024,1728952560.7450194
0.16,-0.058,1.024,1728952560.7450233
0.16,-0.058,1.024,1728952560.7450268
0.16,-0.058,1.024,1728952560.7450304
0.16,-0.058,1.024,1728952560.7450354
0.16,-0.058,1.024,1728952560.7450404
0.16,-0.056,1.038,1728952560.7450457
0.16,-0.056,1.038,1728952560.7450504
0.16,-0.056,1.038,1728952560.7450535
0.16,-0.056,1.038,1728952560.745057
0.16,-0.056,1.038,1728952560.7450607
0.16,-0.056,1.038,1728952560.7450645
0.16,-0.056,1.038,1728952560.7450676
0.16,-0.056,1.038,1728952560.7450712
0.16,-0.056,1.038,1728952560.7450747
0.16,-0.056,1.038,1728952560.7450783
0.164,-0.062,1.034,1728952560.745082
0.164,-0.062,1.034,1728952560.7450857
0.164,-0.062,1.034,1728952560.7450888
0.164,-0.062,1.034,1728952560.7450924
0.164,-0.062,1.034,1728952560.745096
0.164,-0.062,1.034,1728952560.7450995
0.164,-0.062,1.034,1728952560.7451031
0.164,-0.062,1.034,1728952560.7451067
0.164,-0.062,1.034,1728952560.7451105
0.164,-0.062,1.034,1728952560.7451153
0.164,-0.068,1.024,1728952560.7451203
0.164,-0.068,1.024,1728952560.7451253
0.164,-0.068,1.024,1728952560.745129
0.164,-0.068,1.024,1728952560.7451324
0.164,-0.068,1.024,1728952560.7451365
0.164,-0.068,1.024,1728952560.74514
0.164,-0.068,1.024,1728952560.7451434
0.164,-0.068,1.024,1728952560.7451468
0.164,-0.068,1.024,1728952560.7451503
0.164,-0.068,1.024,1728952560.745154
0.148,-0.06,1.008,1728952560.7451572
0.148,-0.06,1.008,1728952560.7451608
0.148,-0.06,1.008,1728952560.7451644
0.148,-0.06,1.008,1728952560.745168
0.148,-0.06,1.008,1728952560.7451715
0.148,-0.06,1.008,1728952560.7451751
0.148,-0.06,1.008,1728952560.7451787
0.148,-0.06,1.008,1728952560.7451956
0.148,-0.06,1.008,1728952560.7451992
0.148,-0.06,1.008,1728952560.7452025
0.154,-0.012,1.028,1728952560.7452097
0.154,-0.012,1.028,1728952560.7452128
0.154,-0.012,1.028,1728952560.7452164
0.154,-0.012,1.028,1728952560.7452197
0.154,-0.012,1.028,1728952560.7452233
0.154,-0.012,1.028,1728952560.745227
0.154,-0.012,1.028,1728952560.745231
0.154,-0.012,1.028,1728952560.745236
0.154,-0.012,1.028,1728952560.7452414
0.154,-0.012,1.028,1728952560.7452466
0.17400000000000002,0.052000000000000005,1.01,1728952560.7452512
0.17400000000000002,0.052000000000000005,1.01,1728952560.7452545
0.17400000000000002,0.052000000000000005,1.01,1728952560.745258
0.17400000000000002,0.052000000000000005,1.01,1728952560.7452617
0.17400000000000002,0.052000000000000005,1.01,1728952560.7452652
0.17400000000000002,0.052000000000000005,1.01,1728952560.7452683
0.17400000000000002,0.052000000000000005,1.01,1728952560.7452722
0.17400000000000002,0.052000000000000005,1.01,1728952560.7452755
0.17400000000000002,0.052000000000000005,1.01,1728952560.7452793
0.17400000000000002,0.052000000000000005,1.01,1728952560.7452826
0.15,0.052000000000000005,1.004,1728952560.745286
0.15,0.052000000000000005,1.004,1728952560.74529
0.15,0.052000000000000005,1.004,1728952560.7452936
0.15,0.052000000000000005,1.004,1728952560.7452972
0.15,0.052000000000000005,1.004,1728952560.7453003
0.15,0.052000000000000005,1.004,1728952560.7453048
0.15,0.052000000000000005,1.004,1728952561.2239044
0.15,0.052000000000000005,1.004,1728952561.2240548
0.15,0.052000000000000005,1.004,1728952561.2240665
0.15,0.052000000000000005,1.004,1728952561.224074
0.134,0.006,1.016,1728952561.2240815
0.134,0.006,1.016,1728952561.2240937
0.134,0.006,1.016,1728952561.2241008
0.134,0.006,1.016,1728952561.2241082
0.134,0.006,1.016,1728952561.2241156
0.134,0.006,1.016,1728952561.2241228
0.134,0.006,1.016,1728952561.224131
0.134,0.006,1.016,1728952561.2241385
0.134,0.006,1.016,1728952561.2241457
0.134,0.006,1.016,1728952561.2241528
0.156,0.04,1.012,1728952561.22416
0.156,0.04,1.012,1728952561.224167
0.156,0.04,1.012,1728952561.2241745
0.156,0.04,1.012,1728952561.2241817
0.156,0.04,1.012,1728952561.2241888
0.156,0.04,1.012,1728952561.224196
0.156,0.04,1.012,1728952561.224203
0.156,0.04,1.012,1728952561.2242105
0.156,0.04,1.012,1728952561.2242177
0.156,0.04,1.012,1728952561.2242248
0.136,0.036000000000000004,1.052,1728952561.224232
0.136,0.036000000000000004,1.052,1728952561.224239
0.136,0.036000000000000004,1.052,1728952561.2242465
0.136,0.036000000000000004,1.052,1728952561.2242594
0.136,0.036000000000000004,1.052,1728952561.2242665
0.136,0.036000000000000004,1.052,1728952561.2242737
0.136,0.036000000000000004,1.052,1728952561.2242808
0.136,0.036000000000000004,1.052,1728952561.224288
0.136,0.036000000000000004,1.052,1728952561.2242951
0.136,0.036000000000000004,1.052,1728952561.2243023
0.132,0.052000000000000005,0.978,1728952561.2243097
0.132,0.052000000000000005,0.978,1728952561.2243168
0.132,0.052000000000000005,0.978,1728952561.2243266
0.132,0.052000000000000005,0.978,1728952561.224334
0.132,0.052000000000000005,0.978,1728952561.2243412
0.132,0.052000000000000005,0.978,1728952561.2243483
0.132,0.052000000000000005,0.978,1728952561.2243557
0.132,0.052000000000000005,0.978,1728952561.2243629
0.132,0.052000000000000005,0.978,1728952561.224371
0.132,0.052000000000000005,0.978,1728952561.2243748
0.08,0.082,1.042,1728952561.2243783
0.08,0.082,1.042,1728952561.224382
0.08,0.082,1.042,1728952561.2243855
0.08,0.082,1.042,1728952561.2243893
0.08,0.082,1.042,1728952561.224393
0.08,0.082,1.042,1728952561.2243965
0.08,0.082,1.042,1728952561.2244
0.08,0.082,1.042,1728952561.2244036
0.08,0.082,1.042,1728952561.2244072
0.08,0.082,1.042,1728952561.2244108
0.122,0.038,1.028,1728952561.2244143
0.122,0.038,1.028,1728952561.224418
0.122,0.038,1.028,1728952561.2244215
0.122,0.038,1.028,1728952561.2244253
0.122,0.038,1.028,1728952561.224429
0.122,0.038,1.028,1728952561.2244325
0.122,0.038,1.028,1728952561.224436
0.122,0.038,1.028,1728952561.2244396
0.122,0.038,1.028,1728952561.2244432
0.122,0.038,1.028,1728952561.2244468
0.13,-0.002,1.018,1728952561.2244503
0.13,-0.002,1.018,1728952561.2244537
0.13,-0.002,1.018,1728952561.2244575
0.13,-0.002,1.018,1728952561.224461
0.13,-0.002,1.018,1728952561.2244647
0.13,-0.002,1.018,1728952561.2244768
0.13,-0.002,1.018,1728952561.2244837
0.13,-0.002,1.018,1728952561.2244873
0.13,-0.002,1.018,1728952561.224491
0.13,-0.002,1.018,1728952561.2244945
0.156,-0.012,1.034,1728952561.2244983
0.156,-0.012,1.034,1728952561.2245016
0.156,-0.012,1.034,1728952561.2245052
0.156,-0.012,1.034,1728952561.2245088
0.156,-0.012,1.034,1728952561.2245123
0.156,-0.012,1.034,1728952561.224516
0.156,-0.012,1.034,1728952561.2245195
0.156,-0.012,1.034,1728952561.2245233
0.156,-0.012,1.034,1728952561.224527
0.156,-0.012,1.034,1728952561.2245305
0.14400000000000002,-0.046,1.03,1728952561.224534
0.14400000000000002,-0.046,1.03,1728952561.2245376
0.14400000000000002,-0.046,1.03,1728952561.2245412
0.14400000000000002,-0.046,1.03,1728952561.2245448
0.14400000000000002,-0.046,1.03,1728952561.2245483
0.14400000000000002,-0.046,1.03,1728952561.2245555
0.14400000000000002,-0.046,1.03,1728952561.2245593
0.14400000000000002,-0.046,1.03,1728952561.224563
0.14400000000000002,-0.046,1.03,1728952561.2245665
0.14400000000000002,-0.046,1.03,1728952561.22457
0.156,-0.052000000000000005,1.028,1728952561.2245736
0.156,-0.052000000000000005,1.028,1728952561.2245772
0.156,-0.052000000000000005,1.028,1728952561.224581
0.156,-0.052000000000000005,1.028,1728952561.2245843
0.156,-0.052000000000000005,1.028,1728952561.2245882
0.156,-0.052000000000000005,1.028,1728952561.2245915
0.156,-0.052000000000000005,1.028,1728952561.2245953
0.156,-0.052000000000000005,1.028,1728952561.224599
0.156,-0.052000000000000005,1.028,1728952561.224606
0.156,-0.052000000000000005,1.028,1728952561.2246096
0.148,-0.058,1.026,1728952561.2246149
0.148,-0.058,1.026,1728952561.2246184
0.148,-0.058,1.026,1728952561.2246218
0.148,-0.058,1.026,1728952561.2246253
0.148,-0.058,1.026,1728952561.2246287
0.148,-0.058,1.026,1728952561.2246325
0.148,-0.058,1.026,1728952561.224636
0.148,-0.058,1.026,1728952561.2246456
0.148,-0.058,1.026,1728952561.224668
0.148,-0.058,1.026,1728952561.2246716
0.16,-0.10200000000000001,1.018,1728952561.2246752
0.16,-0.10200000000000001,1.018,1728952561.2246788
0.16,-0.10200000000000001,1.018,1728952561.2246823
0.16,-0.10200000000000001,1.018,1728952561.224686
0.16,-0.10200000000000001,1.018,1728952561.2246895
0.16,-0.10200000000000001,1.018,1728952561.2246933
0.16,-0.10200000000000001,1.018,1728952561.7043324
0.16,-0.10200000000000001,1.018,1728952561.7043717
0.16,-0.10200000000000001,1.018,1728952561.7043772
0.16,-0.10200000000000001,1.018,1728952561.7043824
0.14400000000000002,-0.108,1.012,1728952561.7045057
0.14400000000000002,-0.108,1.012,1728952561.704553
0.14400000000000002,-0.108,1.012,1728952561.7046032
0.14400000000000002,-0.108,1.012,1728952561.7046087
0.14400000000000002,-0.108,1.012,1728952561.704614
0.14400000000000002,-0.108,1.012,1728952561.7046192
0.14400000000000002,-0.108,1.012,1728952561.7046287
0.14400000000000002,-0.108,1.012,1728952561.704634
0.14400000000000002,-0.108,1.012,1728952561.7046416
0.14400000000000002,-0.108,1.012,1728952561.7046468
0.134,-0.108,1.016,1728952561.704652
0.134,-0.108,1.016,1728952561.7046573
0.134,-0.108,1.016,1728952561.7046623
0.134,-0.108,1.016,1728952561.7046676
0.134,-0.108,1.016,1728952561.7046728
0.134,-0.108,1.016,1728952561.704678
0.134,-0.108,1.016,1728952561.704683
0.134,-0.108,1.016,1728952561.7046883
0.134,-0.108,1.016,1728952561.7046933
0.134,-0.108,1.016,1728952561.7046986
0.14,-0.108,1.014,1728952561.7047038
0.14,-0.108,1.014,1728952561.7047088
0.14,-0.108,1.014,1728952561.704714
0.14,-0.108,1.014,1728952561.7047193
0.14,-0.108,1.014,1728952561.7047243
0.14,-0.108,1.014,1728952561.7047296
0.14,-0.108,1.014,1728952561.7047348
0.14,-0.108,1.014,1728952561.7047403
0.14,-0.108,1.014,1728952561.7047462
0.14,-0.108,1.014,1728952561.7047515
0.134,-0.092,1.036,1728952561.7047567
0.134,-0.092,1.036,1728952561.704762
0.134,-0.092,1.036,1728952561.7047672
0.134,-0.092,1.036,1728952561.7047725
0.134,-0.092,1.036,1728952561.7047777
0.134,-0.092,1.036,1728952561.7047827
0.134,-0.092,1.036,1728952561.704788
0.134,-0.092,1.036,1728952561.7047937
0.134,-0.092,1.036,1728952561.7048216
0.134,-0.092,1.036,1728952561.7048273
0.14200000000000002,-0.096,1.016,1728952561.7048335
0.14200000000000002,-0.096,1.016,1728952561.7048388
0.14200000000000002,-0.096,1.016,1728952561.704844
0.14200000000000002,-0.096,1.016,1728952561.704849
0.14200000000000002,-0.096,1.016,1728952561.7048542
0.14200000000000002,-0.096,1.016,1728952561.7048595
0.14200000000000002,-0.096,1.016,1728952561.7048647
0.14200000000000002,-0.096,1.016,1728952561.70487
0.14200000000000002,-0.096,1.016,1728952561.7048752
0.14200000000000002,-0.096,1.016,1728952561.7048805
0.14200000000000002,-0.096,1.016,1728952561.7048855
0.16,-0.156,0.962,1728952561.7048907
0.16,-0.156,0.962,1728952561.7048967
0.16,-0.156,0.962,1728952561.7049024
0.16,-0.156,0.962,1728952561.704908
0.16,-0.156,0.962,1728952561.7049131
0.16,-0.156,0.962,1728952561.7049189
0.16,-0.156,0.962,1728952561.704924
