Fp1,Fp2,C3,C4,P7,P8,O1,O2,time_board,time_marker,marker
-19605.184448383385,-187500.02235174447,-137.3514696778619,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.1131608,1730329322.648379,5.0
-19551.42850296837,-187500.02235174447,-92.4244633226947,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.1182325,1730329322.648379,5.0
-19540.38674120745,-187500.02235174447,-54.06886983738779,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.1212013,1730329322.648379,5.0
-19563.63255544097,-187500.02235174447,-132.5905481088815,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.1243472,1730329322.648379,5.0
-19638.26503017724,-187500.02235174447,-126.6449840837698,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.1291747,1730329322.648379,5.0
-19628.60907657255,-187500.02235174447,-75.3030270699295,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.133182,1730329322.648379,5.0
-19562.6714304294,-187500.02235174447,-68.46339326660554,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.1377463,1730329322.648379,5.0
-19610.63827403048,-187500.02235174447,-140.30189994596242,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.141228,1730329322.648379,5.0
-19634.19701268637,-187500.02235174447,-193.4319965162273,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.1451914,1730329322.648379,5.0
-19636.074559220626,-187500.02235174447,-130.48948413008264,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.1492293,1730329322.648379,5.0
-19609.006596685245,-187500.02235174447,-99.44291108166112,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.1522171,1730329322.648379,5.0
-19624.049320703667,-187500.02235174447,-172.30959800596216,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.1573083,1730329322.648379,5.0
-19654.67121060744,-187500.02235174447,-172.24254277259624,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.1612573,1730329322.648379,5.0
-19621.23300090229,-187500.02235174447,-46.44692497812808,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.1652646,1730329322.648379,5.0
-19550.512081445704,-187500.02235174447,-51.67723318066993,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.1694183,1730329322.648379,5.0
-19579.88227365998,-187500.02235174447,-124.49921661606034,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.173216,1730329322.648379,5.0
-19626.440957360384,-187500.02235174447,-183.3737115113392,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.1772838,1730329322.648379,5.0
-19652.346629184085,-187500.02235174447,-96.91716395821142,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.1803489,1730329322.648379,5.0
-19659.52153915424,-187500.02235174447,-41.88716910924544,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.1842625,1730329322.648379,5.0
-19648.055094248662,-187500.02235174447,-132.5458446199709,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.1892776,1730329322.648379,5.0
-19669.46806543685,-187500.02235174447,-248.23847392064025,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.1933198,1730329322.648379,5.0
-19712.27165606876,-187500.02235174447,-188.87224064734468,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.1973035,1730329322.648379,5.0
-19605.31855885012,-187500.02235174447,-30.577186414860066,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.201285,1730329322.648379,5.0
-19584.06204987312,-187500.02235174447,-12.494625150516647,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.2052968,1730329322.648379,5.0
-19674.631318406024,-187500.02235174447,-112.80925426593474,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.2085176,1730329322.648379,5.0
-19710.32705430115,-187500.02235174447,-169.89560960478897,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.2123065,1730329322.648379,5.0
-19643.294172679685,-187500.02235174447,-93.45264356763884,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.2172887,1730329322.648379,5.0
-19553.82013962509,-187500.02235174447,-26.55387241290479,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.2213533,1730329322.648379,5.0
-19643.584745357603,-187500.02235174447,-98.54884130344884,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.225446,1730329322.648379,5.0
-19716.674949726457,-187500.02235174447,-136.74797257756862,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.228369,1730329322.648379,5.0
-19665.53415841272,-187500.02235174447,-103.33211461688455,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.2324336,1730329322.648379,5.0
-19590.78992495417,-187500.02235174447,-98.92882095918904,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.23653,1730329322.648379,5.0
-19694.077336082144,-187500.02235174447,-138.75962957854625,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.240437,1730329322.648379,5.0
-19763.63596482706,-187500.02235174447,-151.45542042916065,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.2444465,1730329322.648379,5.0
-19684.93547259992,-187500.02235174447,-134.91512953223344,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.2494411,1730329322.648379,5.0
-19676.8441411071,-187500.02235174447,-91.66450401121426,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.2533455,1730329322.648379,5.0
-19631.33598939609,-187500.02235174447,-109.21062340863033,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.2564068,1730329322.648379,5.0
-19624.853983504057,-187500.02235174447,-150.53899890649308,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.2605405,1730329322.648379,5.0
-19715.04327238122,-187500.02235174447,-170.74497589409066,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.264461,1730329322.648379,5.0
-19646.311658181152,-187500.02235174447,-80.1086521278205,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.268412,1730329322.648379,5.0
-19600.1776576254,-187500.02235174447,-52.32543376987383,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.2725265,1730329322.648379,5.0
-19626.97739922731,-187500.02235174447,-85.38366381927298,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.2774024,1730329322.648379,5.0
-19696.156048316487,-187500.02235174447,-128.94721376266645,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.281423,1730329322.648379,5.0
-19688.75762090178,-187500.02235174447,-84.98133241907745,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.284491,1730329322.648379,5.0
-19683.84023712161,-187500.02235174447,-93.18442263417516,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.2885373,1730329322.648379,5.0
-19712.070490368664,-187500.02235174447,-190.32510403693965,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.2926528,1730329322.648379,5.0
-19644.143538968987,-187500.02235174447,-132.67995508670273,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.296593,1730329322.648379,5.0
-19622.864678247533,-187500.02235174447,-75.3030270699295,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.3006024,1730329322.648379,5.0
-19690.99279534731,-187500.02235174447,-100.44873958214994,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.3056028,1730329322.648379,5.0
-19712.2046008354,-187500.02235174447,-133.37285916481724,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.3094249,1730329322.648379,5.0
-19697.385394261528,-187500.02235174447,-144.056993014454,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.3124423,1730329322.648379,5.0
-19658.001620531275,-187500.02235174447,-75.79476544794625,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.316476,1730329322.648379,5.0
-19695.440792493915,-187500.02235174447,-57.26516929449669,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.320454,1730329322.648379,5.0
-19684.22021677735,-187500.02235174447,-131.2941469304737,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.3246942,1730329322.648379,5.0
-19747.162729163498,-187500.02235174447,-235.117999925375,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.3284807,1730329322.648379,5.0
-19712.76339444677,-187500.02235174447,-193.1414238383084,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.3337097,1730329322.648379,5.0
-19575.81425616912,-187500.02235174447,-78.74519571604678,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.3375049,1730329322.648379,5.0
-19616.159154910943,-187500.02235174447,-93.85497496783437,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.3407235,1730329322.648379,5.0
-19696.156048316487,-187500.02235174447,-165.5370194360041,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.3447585,1730329322.648379,5.0
-19708.31539730017,-187500.02235174447,-131.13768471928654,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.3486035,1730329322.648379,5.0
-19679.90633009748,-187500.02235174447,-69.6256839782815,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.3525412,1730329322.648379,5.0
-19625.770405026724,-187500.02235174447,-65.44590776513908,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.3565297,1730329322.648379,5.0
-19679.07931555263,-187500.02235174447,-115.69262930066937,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.3615994,1730329322.648379,5.0
-19709.634150223035,-187500.02235174447,-116.31847814541796,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.3647132,1730329322.648379,5.0
-19648.010390759755,-187500.02235174447,-93.47499531209414,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.367701,1730329322.648379,5.0
-19669.780989859224,-187500.02235174447,-126.66733582822512,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.372724,1730329322.648379,5.0
-19765.982897994865,-187500.02235174447,-164.79941186897898,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.376763,1730329322.648379,5.0
-19705.208504820886,-187500.02235174447,-141.59830112437024,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.3807223,1730329322.648379,5.0
-19617.83553574509,-187500.02235174447,-27.58205265784892,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.3847346,1730329322.648379,5.0
-19646.713989581345,-187500.02235174447,-79.7510242165356,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.389738,1730329322.648379,5.0
-19644.925850024923,-187500.02235174447,-168.91213284875548,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.392723,1730329322.648379,5.0
-19690.523408713747,-187500.02235174447,-171.48258346111578,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.395727,1730329322.648379,5.0
-19677.09001029611,-187500.02235174447,-72.50905901301611,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.4007647,1730329322.648379,5.0
-19635.73928305379,-187500.02235174447,-49.08443082385431,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.4048553,1730329322.648379,5.0
-19645.93167852541,-187500.02235174447,-124.9909549940771,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.408835,1730329322.648379,5.0
-19731.31534234469,-187500.02235174447,-148.1026587608646,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.4127932,1730329322.648379,5.0
-19718.23957183833,-187500.02235174447,-115.69262930066937,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.41669,1730329322.648379,5.0
-19634.666399319936,-187500.02235174447,-89.5634400324154,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.4207015,1730329322.648379,5.0
-19639.852004033568,-187500.02235174447,-150.40488843976124,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.4238527,1730329322.648379,5.0
-19695.641958194014,-187500.02235174447,-194.88485990582228,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.428713,1730329322.648379,5.0
-19674.050173050186,-187500.02235174447,-100.13581515977565,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.4328408,1730329322.648379,5.0
-19722.352292818105,-187500.02235174447,-86.52360278649364,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.4366543,1730329322.648379,5.0
-19726.062682397685,-187500.02235174447,-138.17848422270825,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.4408593,1730329322.648379,5.0
-19691.976272103344,-187500.02235174447,-143.43114416970542,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.4448495,1730329322.648379,5.0
-19655.386466430005,-187500.02235174447,-118.3301351463956,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.4488668,1730329322.648379,5.0
-19620.718910779822,-187500.02235174447,-70.13977410075356,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.4518535,1730329322.648379,5.0
-19685.360155744573,-187500.02235174447,-103.68974252816946,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.4558663,1730329322.648379,5.0
-19764.55238634973,-187500.02235174447,-159.01031005505445,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.4608278,1730329322.648379,5.0
-19701.36400477457,-187500.02235174447,-137.41852491122782,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.464838,1730329322.648379,5.0
-19703.82269666465,-187500.02235174447,-118.59835607985929,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.4689264,1730329322.648379,5.0
-19665.154178756977,-187500.02235174447,-116.96667873462188,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.4729352,1730329322.648379,5.0
-19645.015257002746,-187500.02235174447,-162.6536444012695,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.476824,1730329322.648379,5.0
-19727.29202834273,-187500.02235174447,-128.58958585138154,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.4798572,1730329322.648379,5.0
-19697.340690772617,-187500.02235174447,-107.46718734111636,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.484969,1730329322.648379,5.0
-19639.40496914446,-187500.02235174447,-90.94924818864445,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.488968,1730329322.648379,5.0
-19684.42138247745,-187500.02235174447,-131.2941469304737,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.4930058,1730329322.648379,5.0
-19710.036481623232,-187500.02235174447,-133.50696963154908,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.4969614,1730329322.648379,5.0
-19684.04140282171,-187500.02235174447,-52.50424772551629,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.4999444,1730329322.648379,5.0
-19672.68671663841,-187500.02235174447,-84.24372485205232,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.5038283,1730329322.648379,5.0
-19685.248397022297,-187500.02235174447,-160.08319378890917,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.507969,1730329322.648379,5.0
-19679.03461206372,-187500.02235174447,-125.639155583281,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.511798,1730329322.648379,5.0
-19743.318229117183,-187500.02235174447,-116.76551303452408,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.5169888,1730329322.648379,5.0
-19703.66623445347,-187500.02235174447,-115.58087057839282,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.5209205,1730329322.648379,5.0
-19649.954992527368,-187500.02235174447,-139.72075459012444,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.5250385,1730329322.648379,5.0
-19694.27850178224,-187500.02235174447,-140.57012087942613,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.528042,1730329322.648379,5.0
-19708.158935088984,-187500.02235174447,-105.81315825142364,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.5320709,1730329322.648379,5.0
-19693.33972851512,-187500.02235174447,-70.5644572454044,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.536098,1730329322.648379,5.0
-19632.855908019057,-187500.02235174447,-72.21848633509713,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.5400934,1730329322.648379,5.0
-19683.594367932605,-187500.02235174447,-113.97154497761072,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.5449612,1730329322.648379,5.0
-19726.82264170917,-187500.02235174447,-110.7752455205018,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.5489483,1730329322.648379,5.0
-19687.438867978915,-187500.02235174447,-86.85887895332324,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.5530555,1730329322.648379,5.0
-19651.47491115033,-187500.02235174447,-124.23099568259666,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.5558453,1730329322.648379,5.0
-19679.92868184193,-187500.02235174447,-159.5020484330712,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.560054,1730329322.648379,5.0
-19784.33368019267,-187500.02235174447,-160.93256007821086,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.5640235,1730329322.648379,5.0
-19694.166743059963,-187500.02235174447,-116.87727175680062,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.5679667,1730329322.648379,5.0
-19598.59068376907,-187500.02235174447,-78.25345733803003,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.572104,1730329322.648379,5.0
-19670.63035614853,-187500.02235174447,-114.08330369988724,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.5772405,1730329322.648379,5.0
-19708.56126648918,-187500.02235174447,-124.9909549940771,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.5809078,1730329322.648379,5.0
-19725.16861261948,-187500.02235174447,-120.36414389182852,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.5845308,1730329322.648379,5.0
-19772.330793420173,-187500.02235174447,-157.82566759892316,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.5879328,1730329322.648379,5.0
-19740.77013024928,-187500.02235174447,-157.73626062110193,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.5922272,1730329322.648379,5.0
-19687.774144145747,-187500.02235174447,-133.2163969536301,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.5960565,1730329322.648379,5.0
-19617.45555608935,-187500.02235174447,-65.44590776513908,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.6011913,1730329322.648379,5.0
-19634.59934408657,-187500.02235174447,-97.27479186949634,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.6049898,1730329322.648379,5.0
-19741.37362734957,-187500.02235174447,-172.28724626150685,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.6081276,1730329322.648379,5.0
-19713.702167713906,-187500.02235174447,-129.01426899603237,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.6123743,1730329322.648379,5.0
-19706.52725774375,-187500.02235174447,-63.41189901970613,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.6161344,1730329322.648379,5.0
-19729.43779581044,-187500.02235174447,-76.82294569289037,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.6199324,1730329322.648379,5.0
-19705.65553970999,-187500.02235174447,-150.47194367312716,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.6241,1730329322.648379,5.0
-19720.60885675059,-187500.02235174447,-163.52536243502647,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.6280358,1730329322.648379,5.0
-19757.35512463512,-187500.02235174447,-115.29029790047385,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.633144,1730329322.648379,5.0
-19704.537952487222,-187500.02235174447,-89.83166096587908,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.636159,1730329322.648379,5.0
-19661.913175810954,-187500.02235174447,-106.3048966294404,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.6401937,1730329322.648379,5.0
-19692.71387967037,-187500.02235174447,-154.62936814181427,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.644143,1730329322.648379,5.0
-19727.493194042825,-187500.02235174447,-135.60803361034797,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.648164,1730329322.648379,5.0
-19702.19101931942,-187500.02235174447,-104.15912916173092,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.6521494,1730329322.648379,5.0
-19669.155141014475,-187500.02235174447,-113.68097229969172,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.6562126,1730329322.648379,5.0
-19717.680778226942,-187500.02235174447,-144.72754534811324,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.661107,1730329322.648379,5.0
-19750.04610419823,-187500.02235174447,-139.6089958678479,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.664147,1730329322.648379,5.0
-19699.46410649587,-187500.02235174447,-93.13971914526454,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.6682162,1730329322.648379,5.0
-19673.469027694347,-187500.02235174447,-138.6255191118144,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.67266,1730329322.648379,5.0
-19716.33967355963,-187500.02235174447,-210.4193223022607,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.6762764,1730329322.648379,5.0
-19727.62730450956,-187500.02235174447,-160.8655048448449,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.6801505,1730329322.648379,5.0
-19659.856815321065,-187500.02235174447,-78.32051257139595,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.6846905,1730329322.648379,5.0
-19618.88606773449,-187500.02235174447,-82.96967541809981,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.6892388,1730329322.648379,5.0
-19740.99364769383,-187500.02235174447,-154.04822278597626,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.6924157,1730329322.648379,5.0
-19804.941988580464,-187500.02235174447,-161.13372577830862,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.696143,1730329322.648379,5.0
-19723.96161841889,-187500.02235174447,-114.30682114444032,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.700605,1730329322.648379,5.0
-19716.697301470915,-187500.02235174447,-138.24553945607417,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.7041976,1730329322.648379,5.0
-19657.219309475346,-187500.02235174447,-150.9189785622333,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730329323.7083838,1730329322.648379,5.0
