time_board,marker
1730412193.043517,4.0
1730412193.047558,4.0
1730412193.051742,4.0
1730412193.055763,4.0
1730412193.0597532,4.0
1730412193.0627425,4.0
1730412193.066675,4.0
1730412193.071753,4.0
1730412193.0757673,4.0
1730412193.079781,4.0
1730412193.08382,4.0
1730412193.0866458,4.0
1730412193.0908327,4.0
1730412193.0946124,4.0
1730412193.099701,4.0
1730412193.103799,4.0
1730412193.107663,4.0
1730412193.1118371,4.0
1730412193.1148868,4.0
1730412193.118886,4.0
1730412193.1228993,4.0
1730412193.1268313,4.0
1730412193.1319227,4.0
1730412193.1356914,4.0
1730412193.1398644,4.0
1730412193.1427848,4.0
1730412193.1467285,4.0
1730412193.1507556,4.0
1730412193.1549604,4.0
1730412193.1599803,4.0
1730412193.163988,4.0
1730412193.166989,4.0
1730412193.17085,4.0
1730412193.1749082,4.0
1730412193.17888,4.0
1730412193.182922,4.0
1730412193.18686,4.0
1730412193.192063,4.0
1730412193.194789,4.0
1730412193.1990433,4.0
1730412193.2028513,4.0
1730412193.2069557,4.0
1730412193.2108316,4.0
1730412193.214872,4.0
1730412193.2198696,4.0
1730412193.222999,4.0
1730412193.226954,4.0
1730412193.2308817,4.0
1730412193.235051,4.0
1730412193.2389336,4.0
1730412193.2431116,4.0
1730412193.2480204,4.0
1730412193.250999,4.0
1730412193.255073,4.0
1730412193.259065,4.0
1730412193.2630963,4.0
1730412193.2672002,4.0
1730412193.2710855,4.0
1730412193.2751276,4.0
1730412193.277962,4.0
1730412193.282996,4.0
1730412193.2871325,4.0
1730412193.2910016,4.0
1730412193.2949677,4.0
1730412193.2990236,4.0
1730412193.3029644,4.0
1730412193.3059652,4.0
1730412193.3109925,4.0
1730412193.3151467,4.0
1730412193.318985,4.0
1730412193.323126,4.0
1730412193.327026,4.0
1730412193.331208,4.0
1730412193.3342187,4.0
1730412193.3382504,4.0
1730412193.343053,4.0
1730412193.347042,4.0
1730412193.351091,4.0
1730412193.355048,4.0
1730412193.3592167,4.0
1730412193.3622887,4.0
1730412193.3662405,4.0
1730412193.3712585,4.0
1730412193.375356,4.0
1730412193.3793807,4.0
1730412193.3823683,4.0
1730412193.3861156,4.0
1730412193.3903012,4.0
1730412193.39416,4.0
1730412193.3993533,4.0
1730412193.403151,4.0
1730412193.4072404,4.0
1730412193.4103577,4.0
1730412193.414351,4.0
1730412193.4183967,4.0
1730412193.4223108,4.0
1730412193.4264247,4.0
1730412193.431363,4.0
1730412193.4351983,4.0
1730412193.4382892,4.0
1730412193.442306,4.0
1730412193.446254,4.0
1730412193.4504428,4.0
1730412193.4543536,4.0
1730412193.4593284,4.0
1730412193.4632456,4.0
1730412193.4662497,4.0
1730412193.4703674,4.0
1730412193.4743378,4.0
1730412193.4784207,4.0
1730412193.4825778,4.0
1730412193.4873714,4.0
1730412193.4914951,4.0
1730412193.4943342,4.0
1730412193.498499,4.0
1730412193.5023327,4.0
1730412193.5065055,4.0
1730412193.5105553,4.0
1730412193.514888,4.0
1730412193.519375,4.0
1730412193.5225968,4.0
1730412193.5266013,4.0
1730412193.5305946,4.0
1730412193.5347528,4.0
1730412193.5387745,4.0
1730412193.543726,4.0
1730412193.5465908,4.0
1730412193.5494895,4.0
1730412193.5545084,4.0
1730412193.5585806,4.0
1730412193.5626392,4.0
1730412193.5665095,4.0
1730412193.5705416,4.0
1730412193.574541,4.0
1730412193.5774827,4.0
1730412193.5826256,4.0
1730412193.586452,4.0
1730412193.5906403,4.0
1730412193.594535,4.0
1730412193.5986333,4.0
1730412193.602504,4.0
1730412193.6056485,4.0
1730412193.6095383,4.0
1730412193.6146722,4.0
1730412193.6186917,4.0
1730412193.6226103,4.0
1730412193.6256986,4.0
1730412193.629711,4.0
1730412193.6337028,4.0
1730412193.6377218,4.0
1730412193.642709,4.0
1730412193.6467142,4.0
1730412193.65074,4.0
1730412193.6536963,4.0
1730412193.6577492,4.0
1730412193.661664,4.0
1730412193.665755,4.0
1730412193.6705923,4.0
1730412193.6747584,4.0
1730412193.6787894,4.0
1730412193.6817756,4.0
1730412193.6856208,4.0
1730412193.689818,4.0
1730412193.6937184,4.0
1730412193.698816,4.0
1730412193.7026913,4.0
1730412193.706852,4.0
1730412193.7097127,4.0
1730412193.7137227,4.0
1730412193.7176929,4.0
1730412193.721746,4.0
1730412193.7269037,4.0
1730412193.7307353,4.0
1730412193.7337053,4.0
1730412193.737912,4.0
1730412193.7417257,4.0
1730412193.74592,4.0
1730412193.7498198,4.0
1730412193.753777,4.0
1730412193.7589202,4.0
1730412193.7618268,4.0
1730412193.7660525,4.0
1730412193.7697656,4.0
1730412193.7740178,4.0
1730412193.7778463,4.0
1730412193.7819755,4.0
1730412193.7869873,4.0
1730412193.7899864,4.0
1730412193.793851,4.0
1730412193.798084,4.0
1730412193.8019452,4.0
1730412193.8060377,4.0
1730412193.809909,4.0
1730412193.8140194,4.0
1730412193.8179383,4.0
1730412193.8219965,4.0
1730412193.826064,4.0
1730412193.8299522,4.0
1730412193.8340583,4.0
1730412193.837998,4.0
1730412193.8409555,4.0
1730412193.8449004,4.0
1730412193.849131,4.0
1730412193.8541331,4.0
1730412193.8581977,4.0
1730412193.8620808,4.0
1730412193.866166,4.0
1730412193.8690653,4.0
1730412193.8731055,4.0
1730412193.8771265,4.0
1730412193.8820412,4.0
1730412193.887129,4.0
1730412193.8901837,4.0
1730412193.8940172,4.0
1730412193.897188,4.0
1730412193.901033,4.0
1730412193.9052153,4.0
1730412193.9092104,4.0
1730412193.9140844,4.0
1730412193.9181316,4.0
1730412193.922182,4.0
1730412193.9252214,4.0
1730412193.9291503,4.0
1730412193.933196,4.0
1730412193.9371028,4.0
1730412193.9421058,4.0
1730412193.946092,4.0
1730412193.949266,4.0
1730412193.9531372,4.0
1730412193.9571743,4.0
1730412193.961177,4.0
