Fp1,C3,time_board
3041.468923266998,24171.31056443579,1730411328.3837872
3103.070330985824,24229.715672697508,1730411328.3878074
3125.8914620746928,24251.50862354143,1730411328.3907833
3054.120010628702,24173.612794114684,1730411328.3948772
3043.949966901537,24179.245433717424,1730411328.3997817
3113.3297816908103,24256.80598697734,1730411328.4039245
3136.463837202053,24246.457129294533,1730411328.4078388
3056.0646123963134,24163.822730043263,1730411328.4110076
3034.450475508032,24166.571994611262,1730411328.4148383
3071.3085021148327,24217.69043418056,1730411328.418933
3121.465816672542,24249.98870491847,1730411328.4230213
3083.266685398422,24209.55439919882,1730411328.428014
3023.632231191663,24161.8557765312,1730411328.4318757
3053.091830383757,24200.814867116795,1730411328.435979
3109.999371766969,24238.03052163488,1730411328.4390955
3077.410528351132,24191.94122456804,1730411328.4430327
3026.716771926496,24155.239660172425,1730411328.4469311
3061.1384583876684,24206.402803230623,1730411328.4509456
3117.263688714944,24254.593164276263,1730411328.454959
3104.009104252947,24220.551457470832,1730411328.459962
3035.3892487751546,24159.39708464111,1730411328.4639423
3049.8061239488275,24187.917910566084,1730411328.4671063
3106.914831032137,24243.50669902643,1730411328.4710004
3097.4823948719973,24205.955768341515,1730411328.4750369
3050.8119524493163,24154.03266597184,1730411328.4790618
3045.9616239025145,24192.70118387952,1730411328.4830177
3109.015895010936,24247.01592290592,1730411328.488052
3150.903064120181,24270.485254583986,1730411328.4909585
3088.117013945224,24210.42611723257,1730411328.495201
3047.973280903492,24193.08116353526,1730411328.4990678
3107.205403710056,24242.947905415047,1730411328.5032485
3135.256843001466,24238.92459141309,1730411328.5070827
3069.766231747417,24187.225006487966,1730411328.5112436
3038.205568576523,24184.363983197687,1730411328.516111
3086.395929622165,24235.728291955984,1730411328.5190463
3147.4385437296087,24272.04987669586,1730411328.523296
3106.08781648729,24216.23757079096,1730411328.5271983
3042.139475600657,24174.551567381808,1730411328.5312605
3091.559182591341,24231.257943064924,1730411328.535072
3151.52891296493,24268.719466772018,1730411328.53918
3105.394912409176,24215.723480668483,1730411328.5441778
3021.866443379693,24151.3504566372,1730411328.547237
3080.875048741704,24219.299759781334,1730411328.5501063
3125.734999863505,24258.549423044853,1730411328.5552337
3110.2228892115227,24224.55241972833,1730411328.559157
3065.586455534274,24197.19388451504,1730411328.5631049
3058.2997868418443,24209.75556489892,1730411328.56709
3125.5785376523186,24263.60091729175,1730411328.5721917
3123.7009911180726,24232.66610296561,1730411328.5752125
3058.791525219861,24184.69925936452,1730411328.5791886
3048.8673506817045,24195.897483336623,1730411328.5831418
3116.5707846368296,24252.581507275285,1730411328.5882585
3125.9361655636035,24246.233611849977,1730411328.5911405
3058.4786007974867,24185.906253565103,1730411328.5953453
3037.4232575205874,24174.663326104084,1730411328.59917
3097.236525682989,24244.13254787118,1730411328.6033297
3147.4385437296087,24264.115007414224,1730411328.6072392
3095.6495518266624,24196.478628692465,1730411328.611375
3036.3503737867327,24175.22211971547,1730411328.6151736
3083.8925342431708,24232.50964075442,1730411328.618226
3130.8535493437707,24254.61551602072,1730411328.6222093
3100.365769906732,24208.70503290952,1730411328.6272588
3038.205568576523,24175.915023793583,1730411328.631338
3083.043167953869,24234.007207632927,1730411328.6352837
3143.1246570497347,24268.853577238748,1730411328.6393228
3089.972208735014,24204.65936716311,1730411328.643371
3050.856655938227,24192.32120422378,1730411328.6463346
3081.0091592084364,24236.06356812281,1730411328.6503468
3127.746656864483,24258.795292233863,1730411328.6553898
3104.322028675321,24200.14431478313,1730411328.659423
3041.9383099005595,24161.721666064463,1730411328.6634114
3053.427106550588,24208.14623929813,1730411328.6663644
3150.6795466756284,24296.14505721868,1730411328.6703515
3149.00316584148,24272.45220809605,1730411328.674286
3074.594208549763,24189.08020127776,1730411328.678466
3046.36395530271,24179.29013720633,1730411328.683458
3088.8546215122487,24228.978065130483,1730411328.6875477
3064.13359214468,24193.2599774909,1730411328.6914246
3015.339733998744,24121.980264422928,1730411328.6945298
3107.0712932433244,24212.057794577813,1730411328.698415
3163.241227059511,24291.76411530544,1730411328.7024136
