time_board,marker
1731452001.2953646,4.0
1731452001.2995312,4.0
1731452001.3023298,4.0
1731452001.306363,4.0
1731452001.311314,4.0
1731452001.3153129,4.0
1731452001.319327,4.0
1731452001.322364,4.0
1731452001.3263786,4.0
1731452001.3303485,4.0
1731452001.3344092,4.0
1731452001.339376,4.0
1731452001.3434076,4.0
1731452001.3473935,4.0
1731452001.350424,4.0
1731452001.3544276,4.0
1731452001.35856,4.0
1731452001.362435,4.0
1731452001.366502,4.0
1731452001.3714287,4.0
1731452001.37543,4.0
1731452001.3785217,4.0
1731452001.3825145,4.0
1731452001.3884385,4.0
1731452001.3915412,4.0
1731452001.3944857,4.0
1731452001.3994553,4.0
1731452001.4035456,4.0
1731452001.4064505,4.0
1731452001.4105165,4.0
1731452001.4144883,4.0
1731452001.41863,4.0
1731452001.4227114,4.0
1731452001.4276671,4.0
1731452001.4305208,4.0
1731452001.4345908,4.0
1731452001.4385269,4.0
1731452001.4426017,4.0
1731452001.4467342,4.0
1731452001.450784,4.0
1731452001.45572,4.0
1731452001.458816,4.0
1731452001.4628386,4.0
1731452001.4668384,4.0
1731452001.4708233,4.0
1731452001.476848,4.0
1731452001.47976,4.0
1731452001.4837406,4.0
1731452001.486844,4.0
1731452001.489898,4.0
1731452001.4949267,4.0
1731452001.498865,4.0
1731452001.5028925,4.0
1731452001.506931,4.0
1731452001.511938,4.0
1731452001.5148487,4.0
1731452001.5178225,4.0
1731452001.5226896,4.0
1731452001.526809,4.0
1731452001.53064,4.0
1731452001.534698,4.0
1731452001.5396965,4.0
1731452001.5427904,4.0
1731452001.5457923,4.0
1731452001.550792,4.0
1731452001.554752,4.0
1731452001.5588124,4.0
1731452001.5632057,4.0
1731452001.5667205,4.0
1731452001.5697167,4.0
1731452001.5737188,4.0
1731452001.5787735,4.0
1731452001.5827851,4.0
1731452001.5868356,4.0
1731452001.5907676,4.0
1731452001.593722,4.0
1731452001.5978026,4.0
1731452001.601864,4.0
1731452001.6058352,4.0
1731452001.6108932,4.0
1731452001.614865,4.0
1731452001.618846,4.0
1731452001.6218407,4.0
1731452001.6258433,4.0
1731452001.629872,4.0
1731452001.63387,4.0
1731452001.6388729,4.0
1731452001.642932,4.0
1731452001.6469276,4.0
1731452001.6498256,4.0
1731452001.6539843,4.0
1731452001.6578643,4.0
1731452001.6618505,4.0
1731452001.666901,4.0
1731452001.670892,4.0
1731452001.6740148,4.0
1731452001.677902,4.0
1731452001.6818843,4.0
1731452001.6859715,4.0
1731452001.6900337,4.0
1731452001.6939642,4.0
1731452001.6989949,4.0
1731452001.703098,4.0
1731452001.7060933,4.0
1731452001.7100444,4.0
1731452001.7139597,4.0
1731452001.7180817,4.0
1731452001.7219844,4.0
1731452001.7271838,4.0
1731452001.7302425,4.0
1731452001.733217,4.0
1731452001.738129,4.0
1731452001.742134,4.0
1731452001.7460942,4.0
1731452001.7501323,4.0
1731452001.7550633,4.0
1731452001.7581444,4.0
1731452001.7621293,4.0
1731452001.7661035,4.0
1731452001.7701373,4.0
1731452001.7741382,4.0
1731452001.778154,4.0
1731452001.782172,4.0
1731452001.785148,4.0
1731452001.790117,4.0
1731452001.7940805,4.0
1731452001.798079,4.0
1731452001.802112,4.0
1731452001.8061764,4.0
1731452001.8101685,4.0
1731452001.8131263,4.0
1731452001.8173752,4.0
1731452001.8220928,4.0
1731452001.826174,4.0
1731452001.8301573,4.0
1731452001.8341634,4.0
1731452001.838198,4.0
1731452001.8411674,4.0
1731452001.8451643,4.0
1731452001.8501585,4.0
1731452001.8541932,4.0
1731452001.8582332,4.0
1731452001.8622663,4.0
1731452001.8652284,4.0
1731452001.8692155,4.0
1731452001.875287,4.0
1731452001.878168,4.0
1731452001.8822303,4.0
1731452001.8863006,4.0
1731452001.8902705,4.0
1731452001.8932765,4.0
1731452001.8974023,4.0
1731452001.901293,4.0
1731452001.9053133,4.0
1731452001.9103384,4.0
1731452001.9142897,4.0
1731452001.9183052,4.0
1731452001.921296,4.0
1731452001.9252837,4.0
1731452001.929376,4.0
1731452001.9333646,4.0
1731452001.9383276,4.0
1731452001.942422,4.0
1731452001.9453037,4.0
1731452001.949355,4.0
1731452001.953621,4.0
1731452001.9573784,4.0
1731452001.96134,4.0
1731452001.96636,4.0
1731452001.9704423,4.0
1731452001.9733937,4.0
1731452001.9774425,4.0
1731452001.981552,4.0
1731452001.9856336,4.0
1731452001.989576,4.0
1731452001.9936528,4.0
1731452001.998653,4.0
1731452002.0016477,4.0
1731452002.0055735,4.0
1731452002.0095625,4.0
1731452002.0136876,4.0
1731452002.0176225,4.0
1731452002.022624,4.0
1731452002.0255368,4.0
1731452002.0287013,4.0
1731452002.0336154,4.0
1731452002.0375333,4.0
1731452002.0417173,4.0
1731452002.0455403,4.0
1731452002.0507317,4.0
1731452002.0537963,4.0
1731452002.056744,4.0
1731452002.0615053,4.0
1731452002.0654995,4.0
1731452002.069597,4.0
1731452002.07358,4.0
1731452002.0775208,4.0
1731452002.0815408,4.0
1731452002.084543,4.0
1731452002.0885737,4.0
1731452002.093558,4.0
1731452002.0975547,4.0
1731452002.101627,4.0
1731452002.1055727,4.0
1731452002.1096523,4.0
1731452002.114584,4.0
1731452002.1176686,4.0
1731452002.121606,4.0
1731452002.1256013,4.0
1731452002.129589,4.0
1731452002.132608,4.0
1731452002.1365936,4.0
1731452002.1407237,4.0
1731452002.1446197,4.0
1731452002.1497648,4.0
1731452002.1538544,4.0
1731452002.1576931,4.0
1731452002.160754,4.0
1731452002.1647043,4.0
1731452002.1686747,4.0
1731452002.1727335,4.0
1731452002.1777132,4.0
1731452002.1817153,4.0
1731452002.185794,4.0
1731452002.1887271,4.0
1731452002.1928318,4.0
1731452002.19673,4.0
1731452002.2007844,4.0
1731452002.2058024,4.0
1731452002.2097487,4.0
1731452002.2138584,4.0
1731452002.2167635,4.0
1731452002.2207713,4.0
1731452002.2251108,4.0
1731452002.2291756,4.0
1731452002.2330472,4.0
1731452002.237841,4.0
1731452002.2418172,4.0
1731452002.2450066,4.0
1731452002.24893,4.0
1731452002.253022,4.0
1731452002.2570715,4.0
1731452002.2612717,4.0
1731452002.2660725,4.0
1731452002.2690215,4.0
1731452002.27323,4.0
1731452002.277088,4.0
1731452002.2810824,4.0
1731452002.285088,4.0
1731452002.2891345,4.0
1731452002.294082,4.0
1731452002.2969315,4.0
1731452002.3011644,4.0
1731452002.3048532,4.0
1731452002.3089776,4.0
1731452002.3130343,4.0
1731452002.3170965,4.0
1731452002.3220296,4.0
1731452002.325019,4.0
1731452002.3289132,4.0
1731452002.333018,4.0
1731452002.3369534,4.0
1731452002.341013,4.0
1731452002.344998,4.0
1731452002.3501005,4.0
1731452002.3529432,4.0
1731452002.3560195,4.0
1731452002.3610268,4.0
1731452002.3651235,4.0
1731452002.3690188,4.0
1731452002.3730912,4.0
1731452002.3761697,4.0
1731452002.3801577,4.0
1731452002.384081,4.0
1731452002.3890448,4.0
1731452002.393057,4.0
1731452002.397086,4.0
1731452002.4010968,4.0
1731452002.4052863,4.0
1731452002.4081385,4.0
1731452002.412217,4.0
1731452002.417116,4.0
1731452002.4211576,4.0
1731452002.4252372,4.0
1731452002.4291408,4.0
1731452002.4321127,4.0
1731452002.4361112,4.0
1731452002.4401336,4.0
1731452002.4453895,4.0
1731452002.4491467,4.0
1731452002.4531257,4.0
1731452002.4572208,4.0
1731452002.4602368,4.0
1731452002.4641757,4.0
1731452002.468198,4.0
1731452002.4721975,4.0
1731452002.477157,4.0
1731452002.4812376,4.0
1731452002.4841952,4.0
1731452002.4881847,4.0
1731452002.4922273,4.0
1731452002.4961703,4.0
1731452002.5003128,4.0
1731452002.505381,4.0
1731452002.5093088,4.0
1731452002.5122488,4.0
1731452002.5163045,4.0
1731452002.5212631,4.0
1731452002.5252004,4.0
1731452002.5282135,4.0
1731452002.5324993,4.0
1731452002.5372903,4.0
1731452002.5404315,4.0
1731452002.5444355,4.0
1731452002.5483296,4.0
1731452002.5523896,4.0
1731452002.556376,4.0
1731452002.5604036,4.0
1731452002.5653436,4.0
1731452002.5685084,4.0
1731452002.5724592,4.0
1731452002.5763483,4.0
1731452002.5805671,4.0
1731452002.5843797,4.0
1731452002.5884569,4.0
1731452002.59344,4.0
1731452002.5964477,4.0
1731452002.600415,4.0
1731452002.6044216,4.0
1731452002.6104105,4.0
1731452002.6134434,4.0
1731452002.616537,4.0
1731452002.6204677,4.0
1731452002.623502,4.0
1731452002.6284628,4.0
1731452002.632552,4.0
1731452002.636495,4.0
1731452002.6404345,4.0
1731452002.644554,4.0
1731452002.6485035,4.0
1731452002.6515777,4.0
1731452002.6565983,4.0
1731452002.660488,4.0
1731452002.6644845,4.0
1731452002.668566,4.0
1731452002.672542,4.0
1731452002.6764843,4.0
1731452002.6815095,4.0
1731452002.6845531,4.0
1731452002.6886437,4.0
1731452002.6926093,4.0
1731452002.6965227,4.0
1731452002.7007368,4.0
1731452002.7035391,4.0
1731452002.707571,4.0
1731452002.7118914,4.0
1731452002.716574,4.0
1731452002.7205772,4.0
1731452002.724631,4.0
1731452002.727577,4.0
1731452002.7316096,4.0
1731452002.7356648,4.0
1731452002.7397175,4.0
1731452002.743755,4.0
1731452002.7487829,4.0
1731452002.752912,4.0
1731452002.7568388,4.0
1731452002.7596223,4.0
1731452002.7638583,4.0
1731452002.7698665,4.0
1731452002.7728837,4.0
1731452002.77691,4.0
1731452002.7808912,4.0
1731452002.7838798,4.0
1731452002.7879124,4.0
1731452002.7919064,4.0
1731452002.7958052,4.0
1731452002.7999172,4.0
1731452002.8047063,4.0
1731452002.8088365,4.0
1731452002.8117783,4.0
1731452002.815693,4.0
1731452002.8198168,4.0
1731452002.8238387,4.0
1731452002.8278325,4.0
1731452002.831834,4.0
1731452002.8368473,4.0
1731452002.840472,4.0
1731452002.8437924,4.0
1731452002.8478189,4.0
1731452002.8519256,4.0
1731452002.8558657,4.0
1731452002.8609104,4.0
1731452002.8639388,4.0
